,Title-Artist,Title-Artist,Lyrics
654,723,La La LaNaughty Boy,"[Intro]
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(Tu meri mauja hain)
[Verse 1]
Hush, don't speak
When you spit your venom, keep it shut I hate it
When you hiss and preach
About your new messiah cause your theories catch fire
[Bridge]
I can't find your silver lining
I don't mean to judge
But when you read your speech, it's tiring
Enough is enough
[Hook]
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
Cause if my heart can't stop it, I'll find a way to block it, I go
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na (I found a way to block it, I go)
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
[Verse 2]
If our love is running out of time
I won't count the hours, rather be a coward
When our words collide
I'm gonna drown you out before I lose my mind
[Bridge]
I can't find your silver lining
I don't mean to judge
But when you read your speech, it's tiring
Enough is enough
[Hook]
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
Cause if my heart can't stop it
I'll find a way to block it, I go
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(I found a way to block it, I go)
La la na na , la la la la la na na na na na
La la na na, la la la la la na na na na na
(I found a way to block it, oh)
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(I found a way to block it, I go)
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(Tu meri mauja hain)
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
Cause if my heart can't stop it
I find a way to block it, I go
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak (when you speak)
Cause if my heart can't stop it
I find a way to block it, I go
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(Tu meri mauja hain)
"
655,725,Turn Down For WhatDJ Snake,"[Intro]
Fire up that loud, another round of shots
[Chorus]
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
[Bridge]
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
[Chorus]
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
"
656,726,Mmm YeahAustin Mahone,"[Intro]
Austin M, keep doing your thing
Let these boys keep slippin', man
I'm not into gymnastics
But I'm into flippin' things
I tell these women that it's all about a team
Jordan and Pippen, man
So do you want join the team?
Now tell me, Little Miss Thang, Dalé
[Pre-Chorus]
When I saw her
Walking down the street
She looked so fine
I just had to speak
I asked her name
But she turned away
As she walked
All that I could say was
[Chorus]
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
[Verse 1]
Rock and roll one time, we'll make it up as we go
I know you feel it cause I mean what I say, say, say, say
We can do whatever, do whatever we want
When she walks past me I say ""hey, hey, hey""
[Bridge]
So tell me where you from, where you wanna go
But she walked past me like ain't said a word
Stood there like man
Girl, I don't usually feel some type of way
But this one hit me hard in some kind of place, like, man
[Pre-Chorus]
When I saw her
Walking down the street
She looked so fine
I just had to speak
I asked her name
But she turned away
As she walked
All that I could say was
[Chorus]
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
[Verse 2]
6 inch heels clicking up-down the street
You know she's coming and then she walks
Away-way-way-way
Look I'm a big big deal, a little fun's all I need
But I can tell she don't believe what I say, say, say, say, say
[Bridge]
So tell me where you from, where you wanna go
But she walked past me like ain't said a word
Stood there like man
Girl, I don't usually feel some type of way
But this one hit me hard in some kind of place, like, man
[Pre-Chorus]
When I saw her
Walking down the street
She looked so fine
I just had to speak
I asked her name
But she turned away
As she walked
All that I could say was
[Chorus]
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
[Verse 3]
Mmm mmm yeah yeah
She look so good, but she bad, bad
You can see that back from the front, front
Booty like Kris Kross, jump, jump
Meet me in the middle of the ocean, we can
Find ourselves and lose our minds, rewind
Wawawawa, play
Find ourselves and lose our minds today
Austin M. and Armando acabando
Latinos y gringos gozando me entiendes
For those that thought that we would stop
Definitely don't have a mind to think with, brainless
Most of them broke, but they famous
Some got hits, but they nameless
But, Mamita, forget about that
When I seen you (all that I could say was)
[Chorus]
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
Mmm mmm yeah yeah
Mmm mmm yeah yeah
Mmm mmm yeah yeah
All that I could say was
"
657,727,Ain't It FunParamore,"[Verse 1]
I don't mind
Letting you down easy, but just give it time
If it don't hurt now just wait, just wait a while
You're not the big fish in the pond no more
You are what they're feeding on
[Pre-Chorus 1]
So what are you gonna do
When the world don't orbit around you
So what are you gonna do
When the world don't orbit around you
[Chorus]
Ain't it fun
Living in the real world
Ain't it good
Being all alone
[Verse 2]
Where you're from
You might be the one who's running things
Well you could ring anybody's bell and get what you want
You see it's easy to ignore trouble
When you're living in a bubble
[Pre-Chorus 2]
So what are you gonna do
When the world don't orbit around you
So what are you gonna do
When nobody wants to fool with you
[Chorus]
Ain't it fun
Living in the real world
Ain't it good
Being all alone
[Extended Chorus]
Ain't it good to be on your own
Ain't it fun, you can't count on no one
Ain't it good to be on your own
Ain't it fun, you can't count on no one
Ain't it fun
Living in the real world
[Bridge]
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Ain't it fun, ain't it fun
Baby now you're one of us
Ain't it fun, ain't it fun, ain't it fun
[Chorus]
Ain't it fun
Living in the real world
Ain't it good, ain't it good
Being all alone
Ain't it fun
Living in the real world
('Cause the world don't orbit around you)
Ain't it good, ain't it good
Being all alone
[Outro]
Don't go crying to your mama (To your mother)
'Cause you're on your own in the real world (Don't go crying)
Don't go crying to your mama (To your mama)
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world (This is the real world)
Don't go crying to your mama
'Cause you're on your own in the real world
This is the real world
This is the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying
Don't go crying (You're on your own)
Don't go crying...
"
658,728,Not A Bad ThingJustin Timberlake,"[Verse 1]
Said all I want from you
Is to see you tomorrow
And every tomorrow
Maybe you’ll let me borrow, your heart
And is it too much to ask for every Sunday?
And while we're at it throw in every other day to start
[Pre-Chorus]
I know people make promises all the time
Then they turn right around and break them
When someone cuts your heart open with a knife
Now you're bleeding
But I could be that guy to heal it over time
And I won’t stop until you believe it
'Cause baby, you’re worth it
[Chorus]
So don't act like it’s a bad thing to fall in love with me
'Cause you might fuck around and find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it’s a bad thing to fall in love with me, me
It’s not a bad thing to fall in love with me, me
Fall, yeah
[Verse 2]
Now how about I be the last voice you hear tonight?
And every other night for the rest of the nights that there are
And every morning I just wanna see you staring back at me (Staring back at me)
'Cause I know that’s a good place to start
[Pre-Chorus]
I know people make promises all the time
Then they turn right around and break them
When someone cuts your heart open with a knife
Now you're bleeding
(Don't you know) But I could be that guy to heal it over time
And I won’t stop until you believe it
'Cause baby, you’re worth it
[Chorus]
So don't act like it’s a bad thing to fall in love with me
'Cause you might fuck around and find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it’s a bad thing to fall in love with me, me
It’s not a bad thing to fall in love with me, me
Not such a bad thing to fall in love with me
(Not such a bad thing to fall in love with me)
[Bridge]
No, I won’t fill your mind
With broken promises and wasted time
And if you fall, you’ll always land right in these arms
These arms of mine
[Chorus]
So don't act like it’s a bad thing to fall in love with me
'Cause you might fuck around and find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it’s a bad thing to fall in love with me, me
It’s not a bad thing to fall in love with me, me
Not such a bad thing to fall in love with me
"
659,729,Me And My Broken HeartRixton,"[Chorus]
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
[Verse 1]
Yeah...
Shotgun, aimed at my heart, you got one
Tear me apart and then some
How do we call this love (Woah-oh-oh-oh)
I try to run away but your eyes
Tell me to stay, oh why
Why do we call this love? (Woah-oh-oh-oh)
[Pre-Chorus]
It seems like we've been losing control
Somebody tell me I'm not alone
When I say
[Chorus]
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
[Verse 2]
Ah, maybe some part of you just hates me
You pick me up and play me
How do we call this love? (Woah-oh-oh-oh)
One time, tell me you need me tonight
To make it easy, you lie
And say it's all for love (Woah-oh-oh-oh)
[Pre-Chorus]
It seems like we've been losing control
Somebody tell me I'm not alone
When I say
[Chorus]
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
[Bridge]
Woah, woah
Me and my broken heart
Woah, woah
Me and my broken
Yeah, yeah, yeah
Me and my broken
Yeah, yeah, yeah
How do we call this?
It's just me
It's just me
It's just me
Me and my broken heart
[Chorus]
All I need's a little love in my life (Baby)
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
"
660,730,Red LightsTiesto,"[Verse 1]
Blacked out
Everything faded on your love
I’m already wasted so close
That I can taste it now, now
So let’s break right out of these gilded cages
We’re going to make it now
Don’t ever turn around
Don’t ever turn around
[Chorus]
Nobody else needs to know
Where we might go
We could just run them red lights
We could just run them red lights
There ain’t no reason to stay
We’ll be light years away
We could just run them red lights
We could just run them red lights
We could just run them red lights
[Verse 2]
White lights, flirt in the darkness
This road leads where your heart is
These signs, something we can’t ignore
We can’t back down
We’ll never let them change us
We’re going to make it now
What are we waiting for...
What are we waiting for...
[Chorus]
Nobody else needs to know
Where we might go
We could just run them red lights
We could just run them red lights
There ain’t no reason to stay
We’ll be light years away
We could just run them red lights
We could just run them red lights
We could just run them red lights
We could just run them red lights
We could just run them red lights
We could just run them red lights
"
661,731,Wild Wild LovePitbull,"[Chorus]
Oh oh, this wild, wild love of ours, it can't be tamed, no
This wild, wild love of ours, it can't be tamed, no
For better or worse, a blessing or a curse
Long live this wild, wild love of ours
Long live this wild, wild love
[Verse 1]
Ladies and gentlemen
You're looking at the new playboy (Who you?)
That's right, Armando Christian Perez
And when it comes to that pretty little bitty kitty
Don’t stop, get it, get it, baby, let me pet it
I got that wild love
Love to get wild, dirty, freaky, nasty, yeah, I said it
I'll make you lose your heart and your mind at the same time
Don't believe me, bet it
I'm obsessed with that wild love for sure
Even though it's a catch 22
It's a gift and curse for sure
But baby, you know that you love it too
[Pre-Chorus]
That's why you need it, you want it all over your body
This loving I'm giving, it's worth more than money
You need it, you want it all over your body
I know that you want this wild, wild, love
[Chorus]
Oh oh, this wild, wild love of ours, it can't be tamed, no
This wild, wild love of ours, it can't be tamed, no
For better or worse, a blessing or a curse
Long live this wild, wild love of ours
For better or worse, a blessing or a curse
Long live this wild, wild love of ours
[Verse 2]
Not only am I a client, I'm the player president
The globe is my backyard, babe, it's evident
When it comes to Miami, I always represent
Read all about it, ladies and gents
I'm the chico for the game
I like my women yang, I like my women yang
I like my women fine, I like them off the chain
Take 'em all the world cup, Brazil tudo bang
You know I'll meet 'em, greet 'em, read 'em
Treat 'em, always keep them feeling right
I don't know if I can handle all five
But baby, we can try tonight, dale
[Pre-Chorus]
That's why you need it, you want it all over your body
This loving I'm giving, it's worth more than money
You need it, you want it all over your body
I know that you want this wild, wild, love
[Chorus]
Oh oh, this wild, wild love of ours, it can't be tamed, no
This wild, wild love of ours, it can't be tamed, no
For better or worse, a blessing or a curse
Long live this wild, wild love of ours
Oh oh, this wild, wild love of ours, it can't be tamed, no
This wild, wild love of ours, it can't be tamed, no
For better or worse, a blessing or a curse
Long live this wild, wild love of ours
[Outro]
Mr. Worldwide, G.R.L
What better than five beautiful women, haha
Long live this wild, wild love (of ours)
"
662,732,SingEd Sheeran,"[Verse 1]
It's late in the evening
Glass on the side
I've been sat with you
For most of the night
Ignorin' everybody here
We wish they would disappear
So maybe we could get down now
And I don't wanna know
If you're gettin' ahead of the program
I want you to be mine, lady
To hold your body close
Take another step into the no-man's land
And for the longest time, lady
[Pre-Chorus]
I need you darling
Come on, set the tone
If you feel you're fallin'
Won’t you let me know
If you love me
Come on, get involved
Feel it rushin' through you
From your head to toe
[Chorus]
SING!
LOUDER!
SING!
[Verse 2]
This love is ablaze, I saw flames from the side of the stage
And the fire brigade comes in a couple of days
Until then, we got nothin' to say and nothin' to know
But somethin' to drink and maybe somethin' to smoke
Let it go until our roads are changed
Singin' ""We Found Love"" in a local rave
No, I don't really know what I'm supposed to say
But I can just figure it out, then hope and pray
I told her my name, then said ""It's nice to meet you""
Then she handed me a bottle of water filled with tequila
I already know if she's a keeper
Just from this one small act of kindness, I'm in
Deep shit if anybody finds out
I meant to drive home but I drunk all of it now
Not soberin' up, we just sit on the couch
One thing led to another, now she's kissin' my mouth
[Pre-Chorus]
I need you darling
Come on, set the tone
If you feel you're fallin'
Won’t you let me know
If you love me
Come on, get involved
Feel it rushin' through you
From your head to toe
[Chorus]
SING!
LOUDER!
SING!
[Bridge]
Can you feel it?
All the guys in here don't even wanna dance
Can you feel it?
All that I can hear is music from the back
But can you feel it?
Found you hidin' here so won't you take my hand, darlin'?
Before the beat kicks in again
Can you feel it?
Can you feel it?
[Final Chorus]
SING!
I need you darling
Come on, set the tone
If you feel you're fallin'
Won’t you let me know
LOUDER!
SING!
If you love me
Come on, get involved
Feel it rushin' through you
From your head to toe
LOUDER!
SING!
"
663,733,She Looks So Perfect5 Seconds Of Summer,"[Intro]
Hey-hey, hey-hey, hey-hey, hey
Hey-hey, hey-hey, hey-hey, hey
[Verse 1]
Simmer down, simmer down
They say we’re too young now to amount to anything else
But look around
We worked too damn hard for this just to give it up now
If you don’t swim, you’ll drown
But don’t move, honey
[Chorus]
You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down
Hey
Hey-hey, hey-hey, hey-hey, hey
[Verse 2]
Let’s get out, let’s get out
'Cause this deadbeat town’s only here just to keep us down
While I was out
I found myself alone just thinking
If I showed up with a plane ticket
And a shiny diamond ring with your name on it
Would you wanna run away too?
'Cause all I really want is you
[Chorus]
You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down
I made a mixtape straight out of ‘94
I’ve got your ripped skinny jeans lying on the floor
And I know now that I’m so down
Hey
Hey-hey, hey-hey, hey-hey, hey
[Bridge]
You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down
[Chorus]
Hey
Hey-hey, hey-hey, hey-hey, hey
You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down (Hey)
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down
Hey
"
664,734,#SELFIEThe Chainsmokers,"[Verse 1]
When Jason was at the table
I kept on seeing him look at me when he was with that other girl
Do you think he was just doing that to make me jealous?
Because, he was totally texting me all night last night
And I don't know if it's a booty call or not
So... like what do you think?
Did you think that girl was pretty?
How did that girl even get in here?
Did you see her?
She's so short, and that dress is so tacky
Who wears Cheetah?
It's not even summer, why does the DJ keep on playing ""Summertime Sadness""?
After we go to the bathroom, can we go smoke a cigarette?
I really need one
But first
Let me take a selfie
[Beat Break]
Let me take a selfie
[Verse 2]
Can you guys help me pick a filter?
I don't know if I should go with XX Pro or Valencia
I wanna look tan
What should my caption be?
I want it to be clever
How about ""Living with my bitches, #LIV""
I only got 10 likes in the last 5 minutes
Do you think I should take it down?
Let me take another selfie
[Beat Break]
Selfie, selfie, let me take a selfie
[Verse 3]
Wait, pause, Jason just liked my selfie
What a creep
Is that guy sleeping over there?
Yeah, the one next to the girl with no shoes on
That's so ratchet
That girl is such a fake model
She definitely bought all her Instagram followers
Who goes out on Mondays?
Ok, let's go take some shots
Oh no, I feel like I'm gonna throw up
Oh wait, never mind, I'm fine
Let's go dance
There's no vodka at this table
Do you know anyone else here?
Oh my god, Jason just texted me
Should I go home with him?
I guess I took a good selfie
[Outro]
Selfie...
Let me take a selfie
Let me take a selfie
"
665,735,SummerCalvin Harris,"[Verse]
When I met you in the summer
To my heartbeat's sound
We fell in love as the leaves turned brown
And we could be together, baby
As long as skies are blue
You act so innocent now, but you lied so soon
When I met you in the summer
[Drop]
[Verse]
When I met you in the summer
To my heartbeat's sound
We fell in love as the leaves turned brown
And we could be together, baby
As long as skies are blue
You act so innocent now, but you lied so soon
When I met you in the summer
Summer
[Drop]
[Bridge]
When I met you in the summer
Summer
[Drop]
"
666,736,Am I WrongNico,"[Intro]
Ooh, ooh
Ooh, ooh
[Verse 1]
Am I wrong for thinkin' out the box from where I stay?
Am I wrong for sayin' that I choose another way?
I ain't tryin' to do what everybody else doin'
Just 'cause everybody doin' what they all do
If one thing I know - I'll fall, but I'll grow
I'm walking down this road of mine, this road that I call home
[Chorus]
So am I wrong
For thinkin' that we could be something for real?
Now am I wrong
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)
[Verse 2]
Am I trippin' for having a vision?
My prediction - I'ma be on top of the world
Walk your walk, and don't look back
Always do what you decide
Don't let them control your life
That's just how I feel, oh
Fight for yours, and don't let go
Don't let them compare you, no
Don't worry, you're not alone
That's just how we feel
[Chorus]
Am I wrong (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now am I wrong (Am I wrong?)
For tryin' to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)
[Bridge]
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
[Chorus]
Am I wrong
For thinkin' that we could be something for real?
Now am I wrong
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)
So am I wrong (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now am I wrong (Am I wrong?)
For trying to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel  (Ooh, ooh)
That's just how I feel  (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)
"
667,737,FancyIggy Azalea,"[Verse 1]
First things first, I'm the realest (Realest)
Drop this and let the whole world feel it (Let 'em feel it)
And I'm still in the Murda Bizness
I can hold you down, like I'm giving lessons in physics (Right, right?)
You should want a bad bitch like this (Huh?)
Drop it low and pick it up just like this (Yeah)
Cup of Ace, cup of Goose, cup of Cris
High heels, something worth a half a ticket on my wrist (On my wrist)
Taking all the liquor straight, never chase that (Never)
Rooftop like we bringing '88 back (What?)
Bring the hooks in, where the bass at?
Champagne spilling, you should taste that
[Chorus]
I'm so fancy, you already know
I'm in the fast lane, from L.A. to Tokyo
I'm so fancy, can't you taste this gold?
Remember my name, 'bout to blow-oh-oh-oh
[Verse 2]
I said baby, I do this, I thought that you knew this
Can't stand no haters, and honest, the truth is
That my flow retarded, each beat dear, departed
Swagger on stupid, I can't shop in no department
And get my money on time, if they got money, decline
And swear I meant that there so much that I give that line a rewind
Said I get my money on time, if they got money, decline
I just can't worry 'bout no haters, gotta stay on my grind
Now tell me, who that, who that? That do that, do that?
Put that paper over all, I thought you knew that, knew that
I be that I-G-G-Y, put my name in bold
I been working, I'm up in here with some change to throw
[Chorus]
I'm so fancy, you already know
I'm in the fast lane, from L.A. to Tokyo
I'm so fancy, can't you taste this gold?
Remember my name, 'bout to blow-oh-oh-oh
[Bridge]
Trash the hotel, let's get drunk on the minibar
Make the phone call, feels so good getting what I want
Yeah, keep on turning it up
Chandelier swinging, we don't give a fuck
Film star, yeah, I’m deluxe
Classic, expensive, you don't get to touch, ow!
[Verse 3]
Still stunting, how you love that?
Got the whole world asking how I does that
Hot girl, hands off, don't touch that
Look at it, I bet you wishing you could clutch that
That's just the way you like it, huh?
It's so good, he just wishing he could bite it, huh?
Never turn down nothing
Slayin' these hoes, gold trigger on the gun like
[Chorus]
I'm so fancy, you already know
I'm in the fast lane, from L.A. to Tokyo
I'm so fancy, can't you taste this gold?
Remember my name, 'bout to blow-oh-oh-oh
[Outro]
Who that, who that? I-G-G-Y
That do that, do that, I-G-G-Y
Who that, who that? I-G-G-Y
(Blow-oh-oh-oh)
Who that, who that? I-G-G-Y
That do that, do that, I-G-G-Y
Who that, who that? I-G-G-Y
(Blow-oh-oh-oh)
"
668,738,Sleeping With A FriendNeon Trees,"[Verse 1]
All my friends, they’re different people
Anxious like the ocean in a storm
When we go out, yeah, we’re electric
Coursing through our bodies ’til we’re one
And why mess up a good thing, baby?
It’s a risk to even fall in love
So, when you give that look to me
I better look back carefully
‘Cause this is trouble, yeah this is trouble
[Hook]
I said ooh, ooh
You got me in the mood, mood
I’m scared, but if my heart’s gonna break
Before the night will end
I said, ooh, ooh we’re in danger
Sleeping with a friend, sleeping with a friend
Sleeping with a friend
[Verse 2]
All my friends, stay up past midnight
Looking for the thing to fill the void
I don’t go out much like I used to
Something ’bout the strangers and the noise
And why leave when I got you, baby?
It’s a risk but babe, I need the thrill
I never said you’d be easy
But if it was all up to me
I’d be no trouble, hey, we’re in trouble
[Hook]
I said ooh, ooh
You got me in the mood, mood
I’m scared, but if my heart’s gonna break
Before the night will end
I said, ooh, ooh we’re in danger
Sleeping with a friend
Ooh, ooh we’re in danger
Sleeping with a friend
All my friends
All my friends
All my friends
All my friends
All my friends
All my friends
All my friends
All my friends
[Bridge]
We are both young, hot-blooded people
We don’t wanna die alone
Two become one, it could be lethal
Sleeping with a friend
[Hook]
"
669,739,LatchDisclosure,"[Intro]
Never
Never
Never
[Verse 1]
You lift my heart up when the rest of me is down
You, you enchant me even when you're not around
If there are boundaries, I will try to knock them down
I’m latching on, babe, now I know what I have found
[Pre-Chorus]
I feel we're close enough
I wanna lock in your love
I think we're close enough
Could I lock in your love, baby?
[Chorus]
Now I've got you in my space
I won't let go of you
Got you shackled in my embrace
I'm latching on to you
Now I've got you in my space
I won't let go of you
Got you shackled in my embrace
I'm latching on to you
[Verse 2]
I'm so encaptured, got me wrapped up in your touch
Feel so enamoured, hold me tight within your clutch
How do you do it? You got me losing every breath
What did you give me to make my heart beat out my chest?
[Pre-Chorus]
I feel we're close enough
I wanna lock in your love
I think we're close enough
Could I lock in your love, baby?
I feel we're close enough
I wanna lock in your love
I think we're close enough
Could I lock in your love, baby?
[Chorus]
Now I've got you in my space
I won't let go of you
Got you shackled in my embrace
I'm latching on to you
Now I've got you in my space
I won't let go of you
Got you shackled in my embrace
I'm latching on to you
[Outro]
I'm latching on to you
I won't let go of you
I'm latching on to you
I won't let go of you
I won't let go, I won't let go
I won't let go, I won't let go
"
670,741,John DoeB.o.B,"[Intro]
Seems like your heart stops workin'
The minute they close the curtain
You take off your mask
And take off your costume
And if anyone asks you're
Taking a smoke break, you
Drinking some coffee
But everyone knows what you're doin'
Seems like the bus moves slower
Just 'cause you got somewhere to go, so
You take a few pills in Beverly Hills
But if anyone asks you've
Got a prescription, you
Got an addiction
Who do you think that you're foolin'?
[Hook]
John Doe
I just want the John I know
Once you put the drinks on hold
Maybe you could come back home
John Doe
Oh-oh-oh, oh-oh-oooooh, oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oooooh, oh-oh-oh, oh-oh
[Verse 1]
Ah
Errybody's addicted to somethin'
Errybody got a grip onto somethin'
Even if it's just to feel the response of appeal
Maybe once, maybe twice
Maybe hundreds of times, hundreds of times
Without it, it's just harder to function at times
You race to the bottom of every single bottle
As if there was someone or somethin' to find
You struggle in your mind
And you tell yourself lie after lie
'Til you get to the point where it's no longer private
The people that you work with notice the signs
When you walk in the room it gets noticeably quiet
So you break up the silence
You say you've been at the gym
But the way that you look, can't blame on the diet
So what you hidin'?
[Hook]
John Doe
I just want the John I know
Once you put the drinks on hold
Maybe you could come back home
John Doe
Oh-oh-oh, oh-oh-oooooh, oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oooooh, oh-oh-oh, oh-oh
[Verse 2]
Yeah
I probably had too many things
Smashed too many freaks
Had too much to dro...
I mean, had too much to drink
Left the club, ended up in custody
Random drug test, passed it luckily
My girl broke up with me 'cause she walked in suddenly
With a woman up under me
I told her ""Wait!
It ain't what it look like!
I must've slipped and fell, clumsy me!""
Well at least I admit it
'Cause the worst you could do is to do it and not be man enough to say that you did it
That's just how you prevent it
Well I ain't no different, I love all the money, the fame and the parties with beautiful women
I spent so much time as a underground artist 'cause I was afraid to succumb to the business
And what I'd become
But that what you'd judge you become
The path with the greatest resistance
That's how the tables can turn, when they pivot and change your perspective and flip your entire position
My whole life I've been dyin' and wishin' to live and experience everything possible
When I told them my dreams, they just said they ain't logical, now I can see it, it's optical
[Hook]
Oh-oh-oh, oh-oh-oooooh, oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oooooh, oh-oh-oh, oh-oh
John Doe
I just want the John I know
Once you put the drinks on hold
Maybe you could come back home
John Doe
"
