,Title-Artist,Title-Artist,Lyrics
353,373,GonnaBlake Shelton,"[Verse 1]
I'm gonna take you for a date
Take you for a ride
Gonna get you over there on the passenger's side
I'm gonna put the radio on your favorite song
I'm gonna crank it on up and get you singing along
[Chorus]
Hey, hey (hey, hey)
Alright (alright)
Girl I'm digging on hittin' on you tonight
It ain't a maybe, it's hopin' I, wishin' I wanna
It's the damn right, hold you tight, baby I'm gonna
[Verse 2]
So what's it gonna take?
What's it gonna be?
We can pump it on the boulevard
Or kick it in the country
Me and you, you and me
Money back, guaranteed
Love you every night in Daytona, I'm gonna
[Chorus]
Hey, hey (hey, hey)
Alright (alright)
Girl I'm digging on hittin' on you tonight
It ain't a maybe, it's hopin' I, wishin' I wanna
It's the damn right, hold you tight, baby I'm gonna
[Bridge]
Love you all night long
Till the crickets start chirpin'
Girl I ain’t just flirting, I’m certain
I’m working on a long term plan
Gonna be your man
Gonna put a little rock steady on your hand
[Chorus]
Hey, hey (hey, hey)
Alright (alright)
Girl I'm digging on hittin' on you tonight
It ain't a maybe, it's hopin' I, wishin' I wanna
It's the damn right, hold you tight, baby I'm gonna
[Chorus]
Hey, hey (hey, hey)
Alright (alright)
Girl I'm digging on hittin' on you tonight
It ain't a maybe, it's hopin' I, wishin' I wanna
It's the damn right, hold you tight, baby I'm gonna
[Outro]
Hey, hey (hey, hey)
Alright (alright)
Oooh
Hey, hey (hey, hey)
Alright (alright)
"
354,375,I Like The Sound Of ThatRascal Flatts,"[Verse 1]
I love hearing that shower turn on
Bet there's nothing but a towel on you
You sing along with some Timberlake bumping
But he ain't got nothing on you
I don't wanna hear the coffee pouring
A goodbye kiss, then locking the door yeah
Sounds like leaving you, oh
[Chorus]
It's a little too loud on the highway
I wanna pull back in your driveway
It's way too quiet at my place
Wanna come on over, come on over
I just wanna hear that ringtone
I like it turned up when you're blowing up my phone
Wanna hear you say come on over
Cause when you tell me to come on over
I like the sound of that
I like the sound, I like the sound of that
I like the sound, I like the sound of that
[Verse 2]
Love the sound of the thunder rolling
Makes you move a little closer to me
Girl I bet that your neighbors hate us
Cause we could laugh all night and never sleep
We can worry 'bout the world in the morning
Light up a candle, lock the door
Wanna stay right here with you, yes I do
[Chorus]
It's a little too loud on the highway
I wanna pull back in your driveway
It's way too quiet at my place
Wanna come on over, come on over
I just wanna hear that ringtone
I like it turned up when you're blowing up my phone
Wanna hear you say come on over
Cause when you tell me to come on over
I like the sound of that
I like the sound, I like the sound of that
I like the sound, I like the sound of that
[Bridge]
Turn your radio on, baby turn down the lights
I ain't going nowhere, I'm all yours tonight
[Chorus]
It's a little too loud on the highway
I wanna pull back in your driveway
It's way too quiet at my place
Wanna come on over, come on over
I just wanna hear that ringtone
I like it turned up when you're blowing up my phone
Wanna hear you say come on over
Cause when you tell me to come on over
I like the sound of that
I like the sound, and I love the sound of that
I like the sound, I like the sound of that
[Outro]
I like the sound, I like the sound of that
Yes I do (I like the sound, I like the sound of that)
"
355,376,Tennessee WhiskeyChris Stapleton,"[Verse 1]
Used to spend my nights out in a barroom
Liquor was the only love I'd known
But you rescued me from reachin' for the bottom
And brought me back from bein' too far gone
[Chorus]
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time
[Verse 2]
I've looked for love in all the same old places
Found the bottom of a bottle's always dry
But when you poured out your heart, I didn't waste it
'Cause there's nothin' like your love to get me high
[Chorus]
And you're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time
[Guitar Solo]
[Chorus]
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time
[Outro]
You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey
You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey
"
356,377,SnapbackOld Dominion,"[Verse 1]
Strictly outta curiosity
What would happen if you got with me?
Kissin' you would hit the spot with me
Come on skip a couple rocks with me
[Pre-Chorus]
Give me any of your heart tonight
Ain't no reason that we need to be apart tonight
I got something we can start tonight
Lookin' at you girl, it's hard to fight
[Chorus]
Those stars need to be wished on
Your skin needs to be kissed on
My eyes baby, they're fixed on you
In your snapback
T-shirt of your favourite rock band
Checkin' your makeup in my Ray Bans
Breakin' hearts like only you can
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
[Verse 2]
Come on baby, shoot a smile at me
Midnight selfie on a balcony
A little somethin' for my life screamin'
You're burnin' a hole in my pocket
And we've got the beat, let's drop it
[Chorus]
Those stars need to be wished on
Your skin needs to be kissed on
My eyes baby, they're fixed on you
In your snapback
Tattoos, cut-offs, and converse
Singin' along to the song with the wrong words
Every move you make baby it works
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
[Chorus]
Those stars need to be wished on
Your skin needs to be kissed on
My eyes baby, they're fixed on you
In your snapback
T-shirt of your favourite rock band
Checkin' your makeup in my Ray Bans
Breakin' hearts like only you can
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
[Outro]
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
"
357,378,That Don't Sound Like YouLee Brice,"[Verse 1]
Girl, I'm glad you called, first heard you talk
Took me a second cause I couldn't hear your drawl
And that don't sound like you
No, that don't sound like you
I know it's been a while, I don't mean to pry
But when I asked you if you're happy I didn't hear a smile
And that don't sound like you
Nah, that ain't the girl I knew you always sounded like
[Chorus]
Truck tires on a gravel road
Laughing at the world, blasting my radio
Cannonballs splashing in the water
Doing whatever whenever you wanted
What did he do?
Because you don't sound like you any more
[Verse 2]
Your pretty brown hair, you always loved it
Guess he didn't like it so you just cut it
And that don't sound like you
Nah, that ain't the girl I knew you always sounded like
[Chorus]
Truck tires on a gravel road
Laughing at the world, blasting my radio
Cannonballs splashing in the water
Doing whatever whenever you wanted
What did he do?
'Cause baby, you don't sound like you any more
Oh, anymore
[Verse 3]
That town, that job, that guy
You can leave them behind, girl, you know you're better than that
If you want to come back, you can come back
Baby, come back to
[Chorus]
Truck tires on a gravel road
Laughing at the world, blasting my radio
Cannonballs splashing in the water
Doing whatever whenever you wanted
What did he do?
Because you don't sound like you any more
[Outro]
Girl, I'm glad you called, first heard you talk
Took me a second cause I couldn't hear your drawl
"
358,379,Little Bit Of YouChase Bryant,"[Verse 1]
I hope that I ain't callin too late baby
Hope you ain't close those pretty blue eyes
Have you looked out of your window lately
That moons taken up half of that sky
[Bridge]
Whoa whoa
I'm a little bit restless
Can't get you off of my mind
Oh
[Chorus]
I could use a little bit of your sweet kiss
Your lips on a night like this
I don't wanna be lonely with the stars all out
Need you here to help me or I might lose count
I could use a little bit of you right now
A little bit of you right now
[Verse 2]
Got my wheels pullin off that highway
My headlights pullin down your street
I got your song cranked up on the radio
But you ain't singing sittin next to me yeah
[Bridge]
Whoa whoa
Girl I need you now
Walk on out
I could use a little bit of your sweet kiss
Your lips on a night like this
I don't wanna be lonely with the stars all out
Need you here to help me or I might lose count
I could use a little bit of you right now
Yeah
[Bridge]
Oh I could use a little bit of your heart beat on mine
Your head on my chest all night long
[Chorus]
I could use a little bit of your sweet kiss
Your lips on a night like this
I don't wanna be lonely with the stars all out
Need you here to help me or I might lose count
I could use a little bit of
Your love
Your smile
That thing you do that drives me wild
Your kiss
Your touch
I could use a little
I could use a little bit of you right now
I wanna put my arms around the little bit of you right now
"
359,380,Somewhere On A BeachDierks Bentley,"[Verse 1]
Bet you think I'm sitting at home, naw
Bet you think that I'm all alone, naw
I bet you think I'm missing you and wishing you would call my phone
Hell naw
I went wheels up on a runway
And that ticket was a one-way
[Chorus]
I'm somewhere on a beach
Sipping something strong
Got a new girl, she got it going on
We drink all day, and party all night
I'm way too gone to have you on my mind
She got a body, and she's naughty
And she got me like you ain't never got me
I'm getting sun, getting some, and I ain't slept in a week
Yeah, I'm somewhere on a beach
[Verse 2]
Heard you called my boys
Heard you called my folks
They said you drove by my house real slow
You can check any spot, roll down every road
But girl, I ain't even close
[Chorus]
I'm somewhere on a beach
Sipping something strong
Got a new girl, she got it going on
We drink all day, and party all night
I'm way too gone to have you on my mind
She got a body, and she's naughty
And she got me like you ain't never got me
I'm getting sun, getting some, and I ain't slept in a week
Yeah, I'm somewhere on a beach
[Bridge]
I wish it could've worked out
But I'm gettin' over you now
On a beach towel
My shades on
My drink's up and the sun's out
I'm somewhere on a beach
[Chorus]
I'm somewhere on a beach
Sipping something strong
Got a new girl, she got it going on
We drink all day, and party all night
I'm way too gone to have you on my mind
She got a body, and she's naughty
And she got me like you ain't never got me
I'm getting sun, getting some, and I ain't slept in a week
Yeah, I'm somewhere on a beach
[Outro]
Yeah, I'm somewhere on a beach
"
360,381,My ChurchMaren Morris,"[Verse 1]
I’ve cussed on a Sunday
I’ve cheated and I’ve lied
I’ve fallen down from grace
A few too many times
But I find holy redemption
When I put this car in drive
Roll the windows down and turn up the dial
[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church
[Verse 2]
When Hank brings the sermon
And Cash leads the choir
It gets my cold, cold heart burnin'
Hotter than a ring of fire
When this wonderful world gets heavy
And I need to find my escape
I just keep the wheels rolling, radio scrolling
Until my sins wash away
[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church
[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church
[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church
Yeah, I guess that’s my church
Yeah, I guess that’s my church
"
361,382,Stone Cold SoberBrantley Gilbert,"[Verse 1]
I guess I said some things last night
That usually in the morning light I regret
Like double shots and cigarettes
Said things like ""I love you baby"" and
""I know I sound crazy but let's just work this out
Yeah, and maybe settle down""
[Verse 2]
I woke up hung over
But still had to call you
Cause I just realized girl
That maybe it was all true Yeah
[Chorus]
I let the whiskey talk
And baby it said too much
I got the feeling now
It didn't say enough
Cause I'm waking up alone
Missing that midnight kiss
I can't promise you forever
All I know is I still want you to come over
And I'm stone cold sober
[Verse 3]
I can lie about ninety-nine percent of the time
When I've had too much to drink
Yeah I do stupid things
But this time is different
And baby it feels so right
I hope you were listening
To every word I said last night, yeah
[Chorus]
I let the whiskey talk
And baby it said too much
I got the feeling now
It didn't say enough
Cause I'm waking up alone
Missing that midnight kiss
I can't promise you forever
All I know is I still want you to come over
And I'm stone cold sober
[Bridge]
Yeah I got blood shot eyes (Got blood shot eyes)
But it's all crystal clear (All crystal clear)
Well I know I don't need Jim Beam
To know I need you here, yeah
[Chorus]
Yeah, I let the whiskey talk
And baby it said too much
And I got the feeling now
It didn't say enough
Cause I'm waking up alone
Missing that midnight kiss
I can't promise you forever
All I know is I still want you to come over
Baby all I know is I still need you to come over
And I'm stone cold sober
[Tag]
Yeah baby I'm stone cold sober
Come on over
"
362,384,Mind ReaderDustin Lynch,"[Verse 1]
How'd you know to wear your hair like that?
How'd you know to turn up that song?
How'd you know them little tore up jeans
Was gonna tear me up and turn me on?
Girl, it's like you know me too good
But you barely know me at all
Yeah, the way it's going tonight
You probably know I'm ready to fall cause
[Chorus]
Baby, you're a little mind, baby, you're a little mind reader
Yeah, that's what you are
You play it off a little shy but baby, you're a heart stealer
And right here in this car
It's like you know that smile was gonna melt me down
Like you know those lips are what I'm needing right now
And girl when you lay 'em on mine
Yeah, it's like you're reading my mind
(Baby, you're a little mind, baby, you're a little mind reader)
[Verse 2]
Girl it's like you got a crystal ball
Like you got a little gypsy side
It's like you knew that sweet perfume
That you got on was gonna get me high
Well how'd you know what I'm thinking right now?
How'd you know what I was about to say?
How'd you know to whisper in my ear
Let's take this party back to my place
[Chorus]
Baby, you're a little mind, baby, you're a little mind reader
Yeah, that's what you are
You play it off a little shy but baby, you're a heart stealer
And right here in this car
It's like you knew that smile was gonna melt me down
Like you know those lips are what I'm needing right now
And girl when you lay 'em on mine
Yeah, it's like you're reading my mind
Yeah, that's what you are
[Bridge]
It's like you knew just when to lean on in
And take my hand like you had it all planned
And girl you've got me figured out, don't ya now?
[Chorus]
Baby, you're a little mind, baby, you're a little mind reader
Yeah, that's what you are
You play it off a little shy but baby, you're a heart stealer
And right here in this car
It's like you knew that smile was gonna melt me down
Like you know those lips are what I'm needing right now
And girl when you lay 'em on mine
Yeah, it's like you're reading my mind
(Baby, you're a little mind, baby, you're a little mind reader)
Yeah, that's what you are
(Baby, you're a little mind, baby, you're a little mind reader)
Ohh, it's you girl
"
363,385,Head Over BootsJon Pardi,"[Verse 1]
I wanna sweep you off your feet tonight
I wanna love you and hold you tight
Spin you around on some old dance floor
Act like we never met before for fun
[Chorus]
'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you
[Verse 2]
The way you sparkle like a diamond ring
Maybe one day we can make it a thing
Test time and grow old together
Rock in our chairs and talk about the weather, yeah
So, bring it on in for that angel kiss
Put that feel good on my lips, cause
[Chorus]
'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you
[Bridge]
Yeah, I'm here to pick you up
And I hope I don't let you down, no
[Chorus]
'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you
[Chorus]
'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you
[Outro]
I wanna sweep you off your feet tonight
I wanna love you and hold you tight
Spin you around on some old dance floor
"
364,386,Real Men Love JesusMichael Ray,"[Verse 1]
Real men love women
Fast cars and livin’
Out on the edge so far
They’re gonna need forgivin’
Real men like football
Cowboys and outlaws
Can’t help but fly so high
It’s gonna hurt to fall
[Chorus]
Like Saturday nights out on the town
Sunday morning coming down
A pretty girl out on the dance floor spinnin’
Round and round and round they go
Cold beer and a dirty hand
Calling home every chance they can
To say I love you
They don’t need a reason
[Verse 2]
Real men love Jesus
And they love mama
If they can get more than forty hours
You know they gonna
They give it hell till they get it right
The kind every country girl’s tryin’ to find
Every girl’s daddy’s kinda guy
Ain’t scared to pray, ain’t scared to fight
[Chorus]
They like Saturday nights out on the town
Sunday morning coming down
A pretty girl out on the dance floor spinnin’
Round and round and round they go
Cold beer and a dirty hand
Calling home every chance they can
To say I love you
They don’t need a reason
Real men love Jesus
[Bridge]
Real men love Jesus
They don’t believe in leavin’
When the goin’ gets tough
They just keep on keepin’
[Chorus]
They like Saturday nights out on the town
Sunday morning coming down
A pretty girl out on the dance floor spinnin’
Round and round and round they go
Cold beer and a dirty hand
Calling home every chance they can
To say I love you
They don’t need a reason
Real men love Jesus
Real men love Jesus
"
365,387,FixChris Lane,"[Verse 1]
Hey girl, you know what you been missing?
Me, me, yeah
Hey girl, whoever you been kissing
It ain't me, me
I got that love medicinal
I'll make you feel invincible
I'm more than recreational
I'm what you need
[Chorus]
I'll be your smooth ride, that late night, your Walter White high
I'll be your first time, that so right
Get you falling in love at the end of the night
With that good ish, that long trip, that sugar on your lips
That favorite habit, gotta have it, you can't quit
I got your fix
[Post-Chorus]
I'll be the high that never lets you down (I got your fix)
The one you crave when no one is around (I got your fix)
I'll pick you up and never let you go (I got your fix)
Never let you go, hey hey
[Verse 2]
Hey hey
Hey girl, he don't get you there never
So leave, oh just leave
Listen, baby baby baby baby girl
Let me make it feel better
Please, please, please, please
I'm what you need
[Chorus]
I'll be your smooth ride, that late night, your Walter White high
I'll be your first time, that so right
Get you falling in love at the end of the night
With that good ish, that long trip, that sugar on your lips
That favorite habit, gotta have it, you can't quit
I got your fix
[Post-Chorus]
I'll be the high that never lets you down (That never lets you down)
The one you crave when no one is around (When no one is around)
I'll pick you up and never let you go (I got your fix)
Never let you go
[Bridge]
Yeah, come on baby, yeah, mmm mmm mmm
I'll be the high that never lets you down
The one you crave when no one is around
[Chorus]
I'll be your smooth ride, that late night, your Walter White high
I'll be your first time, that  so right
Get you falling in love at the end of the night
With that good ish, that long trip, that sugar on your lips
That favorite habit, gotta have it, you can't quit
I got your fix
[Post-Chorus]
I'll be the high that never lets you down (That never lets you down)
The one you crave when no one is around (When no one is around)
I'll pick you up and never let you go (I got your fix)
Never let you go
"
366,388,Night's On FireDavid Nail,"[Verse 1]
Cue the music out the driveway
Slow summer on a Friday
Here we go again, wild in the wind
Mama knows she's gonna be late
Hit the party just to watch her dance
Good to go when she grabs your hand
Like a shot from a gun, it's a dead run
The first leg of a getaway plan
[Pre-Chorus]
You burn rubber when you smoke them tires
Day's gone and the night's on fire
[Chorus]
She's telling you turn off the highway
The sunset melts all the blue away
Blackbird watching on the telephone wire
Whiskey on her lips and the night's on fire
Littered with stars close enough to touch
July promise in the back of that truck
Her every move was taking you higher
You try to play it cool but the night's on fire,oohh, ooohh
[Verse 2]
She's a seat laid back, a boy's dream
Drawin' hearts in the window steam
She's a gettin' you right, knows what you like
And pours it on like gasoline
When you know what you're headed to
What's a red blooded boy to do
[Chorus]
She's telling you turn off the highway
The sunset melts all the blue away
Blackbird watching on the telephone wire
Whiskey on her lips and the night's on fire
Littered with stars close enough to touch
July promise in the back of that truck
Her every move was taking you higher
You try to play it cool but the night's on fire,oohh
You try to play it cool but the night's on fire,oohh
She's telling you turn off the highway
The sunset melts all the blue away
Blackbird watching on the telephone wire
Whiskey on her lips and the night's on fire
Littered with stars close enough to touch
July promise in the back of that truck
Her every move was taking you higher
You try to play it cool but the night's on fire, oohh
You try to play it cool but the night's on fire, oohh
[Outro]
You try to play it cool but the night's on fire, oohh, oohh
"
367,390,It All Started With A BeerFrankie Ballard,"[Verse 1]
You had a Corona, I was drinking Bud Light
That jukebox singing every song just right that night
Something brewing in the air, and it was more than just smoke
Looking back, looking back after two you laughed at all my jokes
Tonight lets raise 'em up to where we ended up
[Chorus]
There's been highs and lows, fast lane freeways and bumpy roads
Cursed the devil and prayed to heaven
Lost it all, and we rolled some sevens
There's been some smiles then there's been tears
Been more good than bad years
Ain't it crazy baby how we got here
Oh, it all started with a beer
Oh, it all started with an ice cold beer
[Verse 2]
I didn't have much money, but I covered them rounds
Cause a pretty girl like you makes a fella throw his money down
You weren’t shooting on whiskey, just shooting the shit
I paid the tab we walked out the door, I remember thinking this was it
Yeah, you were it
[Chorus]
There's been highs and lows, fast lane freeways and bumpy roads
Cursed the devil and prayed to heaven
Lost it all, and we rolled some sevens
There's been more smiles than there's been tears
Been more good than bad years
Ain't it crazy baby how we got here
Oh, it all started with a beer
[Bridge]
Oh, it all started with an ice cold beer
Here’s to you baby
So tonight lets raise ‘em up to where we ended up
[Chorus]
There's been highs and lows, fast lane freeways and bumpy roads
Cursed the devil and prayed to heaven
Lost it all, and we rolled some sevens
There's been more smiles than there's been tears
Been more good than bad years
Ain't it crazy baby how we got here
Oh, it all started with a beer
Oh, it all started with an ice cold beer
Oh, it all started with an ice cold beer
"
368,392,Used To Love You SoberKane Brown,"[Verse 1]
Life was great, wouldn't change a thing
I had it all, but with you I had more
But out of nowhere, out of the blue
Our love turned into a war
Now you're gone, you moved on
And I hate the way I'm feeling
[Chorus]
Now the only way I know that I can get you off my mind
To keep a bottle so close, try to leave it all behind
And I couldn't get enough
Girl, I'm drowning, drunk in love
I used to think you'd never say it's over
I used to love you sober
I used to love you sober
[Verse 2]
I'm on the floor, cursing at the door
Broken hearted with a pounding head
And I know, I gotta let you go
So the liquor helps me forget
Your name, your face
This pain I can't erase
[Chorus]
Now the only way I know that I can get you off my mind
To keep a bottle so close, try to leave it all behind
And I couldn't get enough
Girl, I'm drowning, drunk in love
I used to think you'd never say it's over
I used to love you sober
I used to love you sober
[Bridge]
Now you're gone
You moved on
And I hate the way I'm feeling...
[Chorus]
Now the only way I know that I can get you off my mind
To keep a bottle so close, try to leave it all behind
And I couldn't get enough
Girl, I'm drowning, drunk in love
I used to think you'd never say it's over
I used to love you sober
I used to love you sober
"
369,393,Crazy Over MeDylan Scott,"[Verse 1]
She said, ""Honey, do you think I'm smart?""
I said, ""Of course you are, ain't you lying here in my arms?""
She smiled, ""Well does this shirt make me look fat?""
I kinda leaned back and laughed
And I said, ""Honey, what kind of question is that?""
[Chorus 1]
You're crazy
There ain't a girl in this whole wide world
That could ever make me feel the way I do about you, baby
Yeah, you're crazy
But you can be as crazy as you wanna be
As long as you're crazy over me
[Verse 2]
You can fuss about your hair
Say you ain't got no clothes to wear
But when you finally make up your mind
You go and change one more time
We can go out on Friday nights
A pretty girl could walk on by
If you really think I'd check her out
Come on, now
[Chorus 1]
You're crazy
There ain't a girl in this whole wide world
That could ever make me feel the way I do about you, baby
Yeah, you're crazy
But you can be as crazy as you wanna be
As long as you're crazy over me
[Bridge]
And all my stubborn ways
Putting up with the messes I make
I even ruined our first day
Well, girl, for goodness sakes
[Chorus 2]
You gotta be crazy to ever let a boy like me call you ""baby""
I thank God every day  that you're my lady
Now that's a little crazy
So go on and be as crazy as you wanna be
As long as you're crazy over me
Crazy over me
"
370,394,Sweet By And ByMiranda Lambert,"[Verse 1- Miranda Lambert]
Pick a switch, read the bible
Hunt and fish for survival
Plant a seed, watch it grow
Learn to trust which way the wind blows
Let your mama know you love her
You will never have another
[Chorus]
Daddy, I have not forgotten
Lessons learned under the light of a Southern, starry sky
Family's the light that guides us
Blessed be the ties that bind us
Sweet by and by
Sweet by and by
[Verse 2 - Miranda Lambert]
Tell the truth, earn your dollar
Let not your heart asunder
Save yourself, believe in faith
Good things come to those who wait
Let your daddy know you love him
You will never have another
[Chorus]
Momma, I have not forgotten
Lessons learned under the light of a Southern, starry sky
Family's the light that guides us
Blessed be the ties that bind us
Sweet by and by
Sweet by and by
[Verse 3- Miranda Lambert]
Daddy, I have not forgotten
Lessons learned under the light of a Southern, starry sky
Momma I have not forgotten
Lessons learned under the light of a Southern, starry sky
Sweet by and by
Sweet by and by
"
371,395,TravellerChris Stapleton,"[Verse 1]
I see the sunrise creepin' in
Everything changes like the desert wind
Here she comes and then she's gone again, and
[Chorus]
I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rollin' 'til I'm in the dirt
'Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you, honey, I don't know
Where I'm goin', but I've got to go
'Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
[Verse 2]
My heartbeat's rhythm is a lonesome sound
Just like the rubber turnin' on the ground
Always lost and nowhere bound
[Chorus]
I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rollin' 'til I'm in the dirt
'Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you, honey, I don't know
Where I'm goin', but I've got to go
'Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
[Bridge]
When I'm gone
Somebody else will have to feel this wrong
Somebody else will have to sing this song
Somebody else will have to sing along
Sing along
[Chorus]
I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rollin' 'til I'm in the dirt
'Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you, honey, I don't know
Where I'm goin', but I've got to go
'Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
"
372,397,You Look Like I Need A DrinkJustin Moore,"[Verse 1]
I could tell by the way you sounded when you called
That I wasn't gonna like what you had to say
I could read between the lines
Somethin' different this time
Your comin' over tonight cause it couldn't wait
Now you're in the drive
I'm a wreck inside as you walk in through that door
[Chorus]
You look like I need a drink right now
You look like you're gonna try to let me down
Nice and easy
Think I know why you won't sit down
You're just dancin' around what you came here to do
But you're scared to
And all I can think, the way you're lookin' at me
You look like I need a drink
[Verse 2]
Been a little over a year since you were standin' right here
And I was nervous for a whole 'nother reason
Now it's a little bit hard bein' this caught off guard
Watchin' you tryin' to not hurt my feelings
[Chorus]
You look like I need a drink right now
You look like you're gonna try to let me down
Nice and easy
Think I know why you won't sit down
You're just dancin' around
What you came here to do but you're scared to
And all I can think, the way you're lookin' at me
You look like I need a drink
You look like I need a drink
[Bridge]
I don't know how this ends
Or where this goes
But the only thing I know is
[Chorus]
You look like I need a drink right now
You look like you're gonna try to let me down
Nice and easy
Think I know why you won't sit down
You're just dancin' around what you came here to do
But you're scared to
And all I can think, the way you're lookin' at me
You look like I need a drink
You look like I need a drink
Yeah, you look like I need a drink right now
[Outro]
Yeah, like I need a drink
A nice stiff drink
"
373,398,Humble And KindTim McGraw,"[Verse 1]
You know there's a light that glows by the front door
Don't forget the keys under the mat
When childhood stars shine
Always stay humble and kind
Go to church 'cause your momma says to
Visit grandpa every chance that you can
It won't be wasted time
Always stay humble and kind
[Chorus]
Hold the door, say please, say thank you
Don't steal, don't cheat, and don't lie
I know you got mountains to climb but
Always stay humble and kind
When the dreams you're dreamin' come to you
When the work you put in is realized
Let yourself feel the pride but
Always stay humble and kind
[Verse 2]
Don't expect a free ride from no one
Don't hold a grudge or a chip and here's why
Bitterness keeps you from flyin'
Always stay humble and kind
Know the difference between sleepin' with someone
And sleepin' with someone you love
""I love you"" ain't no pickup line, so
Always stay humble and kind
[Chorus]
Hold the door, say please, say thank you
Don't steal, don't cheat, and don't lie
I know you got mountains to climb but
Always stay humble and kind
When those dreams you're dreamin' come to you
When the work you put in is realized
Let yourself feel the pride but
Always stay humble and kind (Yeah)
[Outro]
When it's hot, eat a root beer popsicle
Shut off the AC and roll the windows down
Let that summer sun shine
Always stay humble and kind
Don't take for granted the love this life gives you
When you get where you're goin', don't forget turn back around
And help the next one in line
Always stay humble and kind
"
374,399,Next BoyfriendLauren Alaina,"[Verse 1]
I thought I knew you from somewhere
Right when you walked through the door
So, please forgive me for staring
It's driving me crazy where I’ve seen you before
Maybe it's the white T-Shirt that you're wearing
And the danger in your eyes or your fingers in your hair
It's a pretty small town, it's coming to me now
Whoa, I just figured it out
[Chorus]
You look a lot like my next boyfriend
I can't believe how much you act like him
You and me, we'd be unbelievable
And I'm available
No, I don't think it's a coincidence
I put it all together, it makes sense
Boy, you ain't no fling or a could've been
You look a lot like my next boyfriend
Mmm, yeah
[Verse 2]
You should probably come over
Tell me your name and I’ll tell you mine
I'll probably give you my number
And you can call me anytime
I hope you like red lips, driveway kissing
‘Cause if you want it, baby, that's what you'll be getting
Every night, all of the time
Whoa, I hope that's alright
[Chorus]
You look a lot like my next boyfriend
I can't believe how much you act like him
You and me, we'd be unbelievable
And I'm available
No, I don't think it's a coincidence
I put it all together, it makes sense
Boy, you ain't no fling or a could've been
You look a lot like my next boyfriend
[Bridge]
(Next boy, next boyfriend)
You look a lot like my next boyfriend
(Next boy, next boyfriend)
I thought I knew you from somewhere
Right when you walked through the door
[Chorus]
You look a lot like my next boyfriend
I can't believe how much you act like him
Oh, you and me, we'd be unbelievable
And I'm available
No, I don't think it's a coincidence
I put it all together, it makes sense, yeah
Boy, you ain't no fling or a could've been
No, you look a lot like my next boyfriend
[Outro]
(Next boy, next boyfriend)
You look a lot like my next boy, next boy, next boyfriend
(Next boyfriend)
You look a lot like my next boyfriend
"
