,Title-Artist,Lyrics
654,Love MeThe 1975,"[Verse 1]
Hey! Would you like to look outside sometimes? (No!)
I'm just with my friends online
And there's things we'd like to change!
(OH! Yeah)
Next thing you'll find you're reading about yourself on a plane, fame! What a shame! (Oh!)
Well, just keep looking, looking, looking, looking!

[Chorus]
And love me (Yeah)
If that's what you wanna do, oh (Yeah? No.)
And love me (Yeah)
If that's what you wanna do, oh (Yeah? No)

[Verse 2]
You've been reading 'bout yourself on a plane, fame for a change
Caught up in fashion, Karcrashian panache
And a bag of bash for passion
You got a beautiful face but got nothing to say (OH!)
""You look famous, let's be friends
And portray we possess something important
And do the things we'd like""
""We've just come to represent
A decline in the standards of what we accept!""
Yeah... Yeah... Yeah?! No!

[Chorus]
And love me (Yeah, oh)
If that's what you wanna do, oh (Yeah? No)
And love me (Love me, yeah)
If that's what you wanna do, oh (Yeah? No)

[Interlude]

[Bridge]
Oh so sack off your calendar, give it to the people!
Be the man that gets them up on their feet
Say ""Oh, oh, oh, oh, ohhh""

[Chorus]
And love me (Yeah)
Oh (Yeah? No.)
And love me (Yeah)
If that's what you wanna do (Oh, yeah)"
655,FunColdplay,"[Verse 1: Chris Martin]
I know it's over before she says
I know the falls that the water face
I know it's over, an ocean awaits for a storm
The sun on snow, rivers in rain
Crystal ball can foresee a change
And I know it's over, a parting of ways
And it's done

[Pre-Chorus: Chris Martin]
But didn't we have fun?
Don't say it was all a waste
Didn't we have fun?
Oh-oooh-ooh

[Chorus 1: Chris Martin]
From the top of the world, top of the waves
We said forever, forever always
We could have been lost, we would have been saved
Oh, I
Now we're stopping the world, stopping its spin
But, come on, don't give up, don't say we give in
Don't say it's over, don't say we're done
Oh, didn't we have fun?
Woo-ooh-ooh-ooh
Woo-ooh-ooh-ooh
Oh, didn't we have fun?

[Verse 2: Chris Martin with Tove Lo]
I know it's over before she says
Know someone else has taken your place
""I know it's over,"" Icarus says to the Sun
The sword sinks in, lightning strikes
And two force, two forces collide
And fight til it's over, fight til it's done
Ah-ah-ah

[Pre-Chorus: Chris Martin with Tove Lo]
But didn't we have fun?
Don't say it was all a waste
Didn't we have fun?
Oh-oooh-ooh

[Chorus 2: Chris Martin & Tove Lo]
From the top of the world, top of the waves
We said forever, forever always
We could have been lost, we would have been saved
Oh, I
Now we're stopping the world, stopped it in its tracks
But nothing's too broken to find a way back
So before it's over, before you run
Ah, didn't we have fun?

[Bridge: Chris Martin with Tove Lo]
'Cause you and me
We were always meant to, always meant to be
We were always meant to, always meant to
You and me
We were always meant to, always meant to be

[Bridge: Chris Martin & Tove Lo]
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh, didn't we have fun?
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh, didn't we have fun?

[Outro: Chris Martin & Tove Lo]
But then, maybe we could again"
656,State Of My HeadShinedown,"[Intro]
That’s the state of my, state of my, state of my head
That’s the state of my, state of my, state of my head

[Verse 1]
It’s been a long, bumpy ride sittin’ back in the saddle
It’s time to get down, dirty up our knees in the battle
Come on, round up the boys, gonna make the walls rattle
Oh, our flag is tattered
And our bones are shattered
But it doesn’t matter
‘Cause we’re movin’ forward

[Pre-Chorus]
Round ‘em up, round ‘em up, let’s go
Round ‘em up, let’s go

[Chorus]
Oh, my eyes are seein’ red
Double vision from the blood we’ve shed
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head
They don’t know, where we’ve been
We got that concrete street skin
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head

[Post-Chorus]
That’s the state of my, state of my, state of my head

[Verse 2]
We’ve been shot up, beat up by the fallin’ of the arrows (arrows, arrows, arrows)
Yeah, I’m full of deep cuts right down to the marrow
But there’s no doubt we’ll get out from the bottom of the barrel (barrel)
Oh, our flag is tattered
And my bones are shattered
But it doesn’t matter
‘Cause we’re movin’ forward

[Pre-Chorus]
Round ‘em up, round ‘em up, let’s go
Round ‘em up, let’s go

[Chorus]
Oh, my eyes are seein’ red
Double vision from the blood we’ve shed
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head
They don’t know, where we’ve been
We got that concrete street skin
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head

[Post-Chorus]
That’s the state of my, state of my, state of my head
That’s the state of my, state of my, state of my head

[Bridge]
Can you hear me now? Can you hear me now?
I’m comin’ back for more
Do you feel me now? Do you feel me now?
I’m breakin’ down your door
I’m not speakin’ under my breath
‘Cause the harder you push, the rougher I get
‘Cause I’m not shakin’, when the earth starts quakin’
Got my own foundation with no hesitation and the

[Chorus]
Oh, my eyes are seein’ red
Double vision from the blood we’ve shed
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head
They don’t know, where we’ve been
We got that concrete street skin
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head

[Outro]
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head
The only way I’m leavin’ is dead
That’s the state of my, state of my, state of my head"
657,Mountain At My GatesFoals,"[Verse 1]
I see a mountain at my gates
I see it more and more each day
What I give, it takes away
Whether I go or when I stay
I see a mountain at my gates
I see it more and more each day
I see a fire out by the lake
I'll drive my car without the brakes
I see a mountain in my way
It's looming larger by the day
I see a darkness in my fate
I'll drive my car without the brakes

[Chorus]
Oh, gimme some time
Show me the foothold from which I can climb
Yeah, when I feel low
You show me a signpost for where I should go

[Verse 2]
I see a mountain at my gates
I see it more and more each day
And my desire wears a dark dress
Ah, each day, I see you less

[Chorus]
Oh, gimme some time
Show me the foothold from which I can climb
Yeah, when I feel low
You show me a signpost for where I should go

[Bridge]
Through lanes and stone rows
Black granite, wind blows
Fire lake and far flame
Go now but come again
Dark clouds gather 'round
Will I run or stand my ground?

[Alternative Chorus]
Oh, when I come to climb
Show me the mountain so far behind
Yeah, it's farther away
Its shadow gets smaller day after day

[Outro]
Yeah, gimme my way
Gimme my love
Gimme my choice
You keep me coming around
Gimme my fate
Gimme my lungs
Gimme my voice
You keep me coming around
Gimme my lungs
Gimme my, gimme my, gimme my, gimme my
Gimme my, gimme my, gimme my, gimme my, gimme my way
Gimme my fate
Gimme my lungs
Gimme my choice
You keep me coming 'round"
658,BirdsColdplay,"[Verse 1]
Been standing in the corner, studying the lights
The dreaming of escape will keep you up at night
But someone had put the flares up and got me in the rays
So I guess I’d better stay
‘Uh uh no come on’ you say

[Refrain 1]
It's a fools gold thunder
It's just a warring rain
Don't let the fears just start 'What if
I won’t see you again’
Around here you never want to sleep all night
So start falling in love, start the riot and

[Chorus 1]
Come on rage with me
We don’t need words
And we’ll be birds
Got to make our own key

[Verse 2]
Only got this moment
You and me
Guilty of nothing, but geography

[Refrain 2]
Come on and raise it
Come on and raise this noise for the million people
Who got not one voice
Come on it’s not over if you mean it, say loud
Come on all for love, out from the underground

[Chorus 2]
Away with me
We don’t need words
Close your eyes and see
And we'll be birds, flying free
Holding on in the mystery
Fearless, fearless, fearless

[Bridge]
Oh oh oh oh oh oh oh oh oh
Fearless together
You said ‘we’ll go through this together’

[Outro]
When you fly won’t you
Won’t you take me too?
In this world so cruel
I think you’re so cool"
659,Nearly Forgot My Broken HeartChris Cornell,"[Verse 1]
Every time I stare into the sun
Trying to find a reason to go on
All I ever get is burned and blind
Until the sky bleeds the pouring rain

When you came along, the time was right
Pulled me like an apple, red and ripe
Wasn't very long, you took a bite
And did me wrong, and it serves me right

[Chorus]
And I nearly forgot my broken heart
It's taken me miles away
From the memory of how it broke apart
Here we go 'round, again
Again

[Verse 2]
Every little key unlocks the door
Every little secret has a lie
Try to take a picture of the sun
And it won't help you to see the light

Every little word upon your lips
Makes a little cut where blood pours out
Every little drop of blood, a kiss
That I won't miss, not for anything

[Chorus]
And I nearly forgot my broken heart
It's taken me miles away
From the memory of how it broke apart
Here we go 'round, again

[Bridge]
Every single feeling tells me this is leading
To a heart in broken little pieces
And you know I need this
Like a hole in the head

[Solo]

[Bridge]
Every single feeling tells me this is leading
To a heart in broken little pieces
And you know I need this
Like a hole...

[Chorus]
And I nearly forgot my broken heart
It's taken me miles away
From the memory of how it broke apart
Here we go 'round, again
And I nearly forgot my broken heart
It's taken me miles away
From the memory of how it broke apart
Here we go 'round, again

[Outro]
Here we go 'round, again
Here we go 'round, again
Here we go 'round, again"
660,PrideAmerican Authors,"[Verse 1]
My home don't feel the same
Last year flew by; goodbye to the good vibes
What we thought were the best times
Nights out with the people I love
Now I'm lost in the neighborhood
That raised me, praised me, made me who I am
But my father was twice the man
And now that pain's resurfacing

[Verse 2]
Brooklyn don't feel the same
Maybe I'm the one who's changed or the one to blame
Another drink down the drain
Ten more before I get on that plane
I swear I knew just what to say
It's all there on the tip of my tongue
But I don't feel good enough for anyone

[Pre-Chorus]
But I won't fold
I know cause I-I-I-I got this feeling

[Chorus]
I ain't never giving up, I ain't never ever, I ain't never ever giving up my pride
I ain't never letting go, I ain't never ever, I ain't never ever gonna sell my soul
I-I-I-I got this feeling
I-I-I got this feeling
I ain't never giving up, I ain't never ever, I ain't never ever giving up my pride

[Verse 3]
Pushed out of the family tree
Upside down, but it was a good life
I fell hard for the wine in France
I didn't call you back cause I was learning to dance
And this is who I'd become
It's all there on the tip of my tongue
Wish I was good enough for anyone

[Pre-Chorus]
No, I won't fold
I know cause I-I-I-I got this feeling

[Chorus]
I ain't never giving up, I ain't never ever, I ain't never ever giving up my pride
I ain't never letting go, I ain't never ever, I ain't never ever gonna sell my soul
I-I-I-I got this feeling
I-I-I got this feeling
I ain't never giving up, I ain't never ever, I ain't never ever giving up my pride

[Post-Chorus]
Take or leave who I am
Cause this is me

[Bridge]
Like a fish out of water
Do I belong here?
But I'm never gonna lose, I'm never giving up my pride
I'm lost in the ocean
Like a note in a bottle
But I'm never gonna lose, I'm never giving up my pride

[Pre-Chorus]
This is me, who I am

[Chorus]
I ain't never giving up, I ain't never ever, I ain't never ever giving up my pride
I ain't never letting go, I ain't never ever, I ain't never ever gonna sell my soul
I-I-I-I got this feeling
I-I-I got this feeling
I ain't never giving up, I ain't never ever, I ain't never ever giving up my pride

[Post-Chorus]
Take or leave who I am
Cause this is me (this is me)"
661,NightlightSilversun Pickups,"[Verse 1]
When the wind, behind our eyes swell
Staring down all who generalize well
A chemical change of the spirit
Will be the exchange for our visit

[Pre-Chorus]
Putting  more makeup on the masks that we wear
Turning our nightlights on in the daytime to scare

[Chorus]
If we say that (We want it)
We only want it with the lights out
If it's a game, well (We want it)
We only want it with the lights out

[Verse 2]
If we enter through the front door
With the keys we stole the night before
Are we afraid  to be the masters
Of the tingles of disaster

[Pre-Chorus]
Ladies and gentlemen, it's time to beware
If this is the moment now to ask do we dare

[Chorus]
If we say that (We want it)
We only want it with the lights out
If it's a game, well (We want it)
We only want it with the lights out
If we survive this (We want it)
We only want it with the lights out
So dedicated (We want it)
We only want it with the lights out

[Pre-Chorus]
Turning our nightlights on in the daytime to scare
If this is the moment now to ask do we dare

[Bridge]
If we say that (We want it)
If we say that (We want it)
If we say that (We want it)
If we say that (We want it, we want it)

[Outro]
If we say that (We want it)
If it's a game, well (We want it)
If we survive this (We want it)
We only want it with the lights out
If we say that (We want it)
We only want it with the lights out
If it's a game, well (We want it)
We only want it with the lights out
If we survive this (We want it)
We only want it with the lights out
So dedicated (We want it)
We only want it with the lights out"
662,Sound & ColorAlabama Shakes,"[Verse 1]
A new world hangs
Outside the window
Beautiful and strange
It must be I've fallen awake
I must be

[Chorus]
Sound and color
With me, for my mind
And the ship shows me where to go
When I needn't speak

[Bridge]
Not far now
Not far now
Not far now
Far, far now
Far, far, far, far now
Far, far, far, far out

[Outro]
Sound and color
With me, in my mind
(Sound and color)
Try to keep yourself awake
(Sound and color)
This life ain't like it was
(Sound and color)
I wanna touch a human being
(Sound and color)
I want to go back to sleep
(Sound and color)
Ain't life just awful strange?
(Sound and color)
I wish I never gave it all away
(Sound and color)
No more to see the setting of the sun
(Sound and color)
Life in
(Sound and color)
Life in
(Sound and color)
Life in
(Sound and color)
(Sound and color)
(Sound and color)"
663,Army Of OneColdplay,"[Verse 1]
Been around the world, the wonders to view
Been around the world, looking for someone like you
Pyramids try, Babylon too
But the beautifullest treasures lie in the deepest blue

[Chorus]
So I never say die, aim never untrue
I'm never so high as when I'm with you
And there isn't a fire that I wouldn't walk through
My army of one is gonna fight for you

[Verse 2]
Been around the world, universe too
I've been around flying, baby, there's nothing I wouldn't do
Tanzaku stars, lasso the moon
And be standing there beside you
Right when the storm comes through

[Chorus]
Cause I never say die, aim never untrue
Never so high as when I'm with you
And there isn't a fire that I wouldn't walk through
My army of one is gonna fight for you
My army of one is gonna fall for you, yeah

[Bridge]
Cause you reign
All cause you reign
All cause you reign
My army of one is gonna call it through

[Outro]
Saying my heart is my gun, army of one
Yeah my heart is my gun, army of one
It's my only weapon, army of one
Saying my heart is my gun, army of one"
664,Trip SwitchNothing But Thieves,"[Verse 1]
Sharing secrets with another world
Rubbing shoulders with some unknown lovers
Making waves through the universe
Starting wars with anonymous brothers

Trip switch
Trip switch

[Verse 2]
Make a wish and I'll count to three
Press the button and we'll both be happy
Sending signals is a dirty trick
I get my love in a digital package

Trip switch
Trip switch

[Chorus]
What we do when the power's out
What do we do when the lights go down?
What we do when the power's out
What do we do when the lights go down?
Down, down, down, down, down, down
When the lights go down, down, down, down, down, down
When the lights go

[Verse 3]
Give me data 'cause I need a hit
How I love stratospheric numbers
Information, I've been craving it
Give me yours, then give me all the others

Trip switch
Trip switch

[Chorus]
What we do when the power's out
What do we do when the lights go down?
What we do when the power's out
What do we do when the lights go down?
Down, down, down, down, down, down
When the lights go down, down, down, down, down, down
When the lights go

[Bridge]
They put out the lights
They put out the lights
They put out the lights

[Chorus]
What we do when the power's out
What do we do when the lights go down?
What we do when the power's out
What do we do when the lights go down?
Down, down, down, down, down, down
When the lights go down, down, down, down, down, down
When the lights go"
665,LA DevoteePanic! At The Disco,"[Verse 1]
You got two black eyes from loving too hard
And a black car that matches your blackest soul
I wouldn't change ya, oh
Wouldn't ever try to make you leave, no
Oh, the neon coast was your sign
And the Midwest wind with Pisces rising
Wouldn't change ya, oh
Wouldn't ever try to make you leave, no

[Pre-Chorus]
Static palms melt your vibe
Midnight whisperings

[Chorus]
The black magic on Mulholland Drive
Swimming pools under desert skies
Drinking white wine in the blushing light
Just another LA Devotee
Sunsets on the evil eye
Invisible to the Hollywood shrine
Always on the hunt for a little more time
Just another LA Devotee

[Post-Chorus]
Just another, just another, uh oh
Just another, just another, uh oh
Just another, just another, uh oh
Just another LA Devotee

[Verse 2]
You got bleached out eyes from the valley sand
And a black tar palm keeps weeping your name
I couldn't change ya, oh
Couldn't ever try to make you see, no
The high rise lights that read your rights
And a downtown storm with Aries rising
Couldn't change ya, oh
Couldn't ever try to make you see, no

[Pre-Chorus]
Static palms melt your vibe
Midnight whisperings

[Chorus]
The black magic on Mulholland Drive
Swimming pools under desert skies
Drinking white wine in the blushing light
Just another LA Devotee
Sunsets on the evil eye
Invisible to the Hollywood shrine
Always on the hunt for a little more time
Just another LA Devotee

[Post-Chorus]
Just another, just another, uh oh
Just another, just another, uh oh
Just another, just another, uh oh
Just another LA Devotee

[Bridge]
LA Devotee
LA Devotee
LA Devotee
LA Devotee

[Chorus]
The black magic on Mulholland Drive
Swimming pools under desert skies
Drinking white wine in the blushing light
Just another LA Devotee
Sunsets on the evil eye
Invisible to the Hollywood shrine
Always on the hunt for a little more time
Just another LA Devotee

[Post-Chorus]
Just another, just another, uh oh
Just another, just another, uh oh
Just another, just another, uh oh
Just another LA Devotee"
666,The Less I Know The BetterTame Impala,"[Verse 1]
Someone said they left together, I ran out the door to get her
She was holding hands with Trevor, not the greatest feeling ever
Said, ""Pull yourself together, you should try your luck with Heather""
Then I heard they slept together, oh, the less I know the better
The less I know the better

[Chorus 1]
Oh my love, can't you see yourself by my side?
No surprise when you're on his shoulder like every night
Oh my love, can't you see that you're on my mind
Don't suppose we could convince your lover to change his mind
So goodbye

[Verse 2]
She said, ""It's not now or never, wait ten years, we'll be together""
I said, ""Better late than never, just don't make me wait forever""
Don't make me wait forever
Don't make me wait forever

[Chorus 2]
Oh my love, can't you see yourself by my side?
I don't suppose you could convince your lover to change his mind

[Outro]
I was doing fine without ya till I saw your face, now I can't erase
Giving in to all his bullshit, is this what you want? Is this who you are?
I was doing fine without ya till I saw your eyes turn away from mine
Oh, sweet darling, where he wants you, said, ""Come on Superman, say your stupid line""
Said, ""Come on Superman, say your stupid line""
Said, ""Come on Superman, say your stupid line"""
667,Thank God For GirlsWeezer,"[Verse 1]
The girl in the pastry shop with the net in
Her hair is making a cannoli for you
To take on your hiking trip in the woods with
Your bros that you’ve known since second grade
And you may encounter dragons or ruffians and be
Called upon to employ your testosterone
In a battle for supremacy and access
To females glued to the TV
And even if you are victorious
You may receive many cuts, bruises, and scrapes
And you will require band aids and antiseptic ointments
And tender loving kisses on your stab wounds
And when you come home she will
Be there waiting for you with a fire in her eyes
And a big fat cannoli to shove in your mouth
And that's why you

[Chorus]
Thank God for girls
Holla Jesu Christe
From Tennessee to LA
Thank God for girls
On your reckoning day
You better bow down and pray

[Post-Chorus]
She’s so big
She’s so strong
She’s so energetic in her sweaty overalls
Thank God for girls

[Verse 2]
I'm so glad I got a girl to think of even though she isn't mine
I think about her all the day and all the night
It's enough to know that she's alive
She says I give her sweaty palms
She almost had a heart attack
The truth is that I’m just as scared I don’t know how to act
I wish that I could get to know her better
But meeting up in real life would cause the illusion to shatter
I carved her name into all the trees
Sang a song down on one knee
Looking at the underwear page of the Sears catalog
Like when I was 14
I’m levitating like a magnet turned the wrong way around
I’m like an Indian Fakir tryna’ meditate on a bed of nails with my pants pulled down

[Chorus]
Thank God for girls
Holla Jesu Christe
From Tennessee to LA
Thank God for girls
On your reckoning day
You better bow down and pray

[Post-Chorus]
She’s so big
She’s so strong
She’s so energetic in her sweaty overalls
Thank God for girls
Thank God for girls (Thank God for girls)
Thank God for girls

[Coda]
God took a rib from Adam, ground it up in a centrifuge machine
Mixed it with cardamom and cloves, microwaved it on the popcorn setting
While Adam was like “that really hurts”
Going off into the tundra, so pissed at God
And he started lighting minor forest fires, stealing osprey eggs
Messing with the bees who were trying to pollinate the echinacea
Until God said, “I'm a smite you with loneliness
And break your heart in two”
And Adam wept and wailed, tearing out his hair
Falling on his knees, looked to the sky and said
“Thank God”"
668,R.I.P. 2 My YouthThe Neighbourhood,"[Verse 1]
And R.I.P. to my youth
And you could call this the funeral
I'm just telling the truth
And you can play this at my funeral
Wrap me up in Chanel inside my coffin
Might go to hell and there ain't no stopping
Might be a sinner and I might be a saint
I'd like to be proud but somehow I'm ashamed
Sweet little baby in a world full of pain
I gotta be honest, I don't know if I could take it
Everybody's talkin' but what's anybody saying?
Mama said if I really want it, then I can change it, yeah
R.I.P. to my youth
If you really listen, then this is to you
Mama, there is only so much I can do
Tough for you to witness but it was for me too

[Chorus]
I'm using white lighters to see what's in front of me (In front of me)

[Verse 2]
R.I.P. to my youth
And you could call this the funeral
I'm just telling the truth, yeah
You can play this at my funeral
Tell my sister don't cry and don't be sad
I'm in paradise with Dad
Close my eyes and then cross my arms
Put me in the dirt, let me dream with the stars
Throw me in a box with the oxygen off
You gave me the key and you locked every lock
When I can't breathe, I won't ask you to stop
When I can't breathe, don't call for a cop
I was naive and hopeful and lost
Now I'm aware and driving my thoughts, wow

[Bridge]
What do I do? What do I do?
I don't believe it if I don't keep proof
I don't believe it if I don't know you
I don't believe it if it's on the news or on the Internet
I need a cigarette

[Chorus]
I'm using white lighters to see what's in front of me
I'm using white lighters to see

[Verse 3]
R.I.P. to my youth
And you could call this the funeral
I'm just telling the truth
And you can play this at my funeral
Tell my sister don't cry and don't be sad
I'm in paradise with Dad
Close my eyes and then cross my arms
Put me in the dirt, let me be with the stars

[Outro]
I'm using white lighters to see what's in front of me
I'm using white lighters to see what's in front of me"
669,Message Mantwenty one pilots,"[Intro]
(Eh, eh, eh, eh)
(Eh, eh, eh, eh)
No, no, no, no, no, no (Eh, Eh, Eh, Eh)
Yeah, yeah, yeah, yeah, yeah, yeah (Eh, eh, eh, eh)

[Verse 1]
A loser hides behind
A mask of my disguise
And who I am today
Is worse than other times

[Pre-Chorus]
You don't know what I've done
I'm wanted and on the run
I'm wanted and on the run
So I'm takin' this moment to live in the future

[Chorus]
Release me from the present, I'm obsessin', all these questions
Why I'm in denial that they tried this suicidal session
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand

[Refrain]
(Eh, eh, eh, eh)
(Eh, eh, eh, eh)
No, no, no, no, no, no (Eh, Eh, Eh, Eh)
Yeah, yeah, yeah, yeah, yeah, yeah (Eh, eh, eh, eh)

[Verse 2]
You don't know my brain
The way you know my name
You don't know my heart
The way you know my face

[Pre-Chorus]
You don't know what I've done
I'm wanted and on the run
I'm wanted and on the run
So I'm takin' this moment to live in the future

[Chorus]
Release me from the present, I'm obsessin', all these questions
Why I'm in denial that they tried this suicidal session
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand

[Breakdown]
(Eh, eh, eh, eh)
(Eh, eh, eh, eh)
My people singin'
(Eh, eh, eh, eh)
My people singin'
(Eh, eh, eh, eh)

[Bridge]
Hope you're dead 'cause how could you sleep at a time like this?
People they rhyme like this, we're all impressed by this
They rip it, flip it, but these are just triplets
Wrote this in three minutes, three words to a line
It's just poetry divided, I'm the kind of guy
Who takes every moment he knows he confided in
Music to use it for others to use it
You're dead 'cause how could you sleep at a time like this?
Life is up here but you comment below
When the comments below has become common
Motivation to promote your show's next episode
So your brain knows to keep going even though hope
Is far from this moment
But you and I know it gets better when mornin' finally rears its head
Together we're losers, remember the future
Remember the mornin' is when night is dead

[Chorus]
Release me from the present, I'm obsessin', all these questions
Why I'm in denial that they tried this suicidal session
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand

[Outro]
(Eh, eh, eh, eh)
(Eh, eh, eh, eh)
My people singin'
(Eh, eh, eh, eh)
My people singin'
(Eh, eh, eh, eh)
My people singin'"
670,MercyMuse,"[Verse 1: Matt Bellamy]
Help me, I've fallen on the inside
I tried to change the game, I tried to infiltrate but now I'm losing
Men in cloaks always seem to run the show
Save me from the ghosts and shadows before they eat my soul

[Chorus]
Mercy
Mercy
Show me mercy, from the powers that be
Show me mercy, can someone rescue me?

[Verse 2]
Absent gods and silent tyranny
We're going under, hypnotized by another puppeteer
And tell me why the men in cloaks always have to bring me down
Running from the ghosts and shadows the world just disavows

[Chorus]
Mercy
Mercy
Show me mercy, from the powers that be
Show me mercy, can someone rescue me?
Show me mercy
Show me mercy, please

[Bridge]
Help me, I've fallen on the inside
And all the men in cloaks trying to devour my soul

[Chorus 2]
Show me mercy from the powers that be
Show me mercy from the gutless and mean
Show me mercy from the killing machines
Show me mercy, can someone rescue me?"
671,Leave A TraceCHVRCHES,"[Verse 1]
I gave up on time
Just like you said you would
There are tiny cracks of light underneath me
And you say I got it wrong
But I tried hard to uncover them

[Verse 2]
I have somehow got
Away with everything
Anything you ever did was strictly by design
But you got it wrong
And I'll go anywhere but there

[Pre-Chorus]
And you had best believe
That you cannot build what I don't need
And I know I need to feel relief
And you know you'll never fold
But I believe nothing that I'm told
And I know I need to feel relief

[Chorus]
I know I need to feel released
Take care to tell it just as it was
Take care to tell on me for the cause
I know I need to feel released
Take care to bury all that you can
Take care to leave a trace of a man

[Verse 3]
I will show restraint
Just like we said we should
You think I'll apologize for things I left behind
But you got it wrong
And I'm as sane as I ever was

[Verse 4]
You talk far too much
For someone so unkind
I will wipe the salt off of my skin
And I'll admit that I got it wrong
And there is grey between the lines

[Pre-Chorus]
And you had best believe
That you cannot build what I don't need
And I know I need to feel relief
And I know you'll never fold
But I believe nothing that I'm told
And I know I need to feel relief

[Chorus]
I know I need to feel released
Take care to tell it just as it was
Take care to tell on me for the cause
I know I need to feel released
Take care to bury all that you can
Take care to leave a trace of a man

[Bridge]
I know, I know, I know, I know, oh-oh
I know, I know, I know, I know, oh-oh

[Chorus]
I know I need to feel released
Take care to tell it just as it was
Take care to tell on me for the cause
I know I need to feel released
Take care to bury all that you can
Take care to leave a trace of a man

[Outro]
I know, I know, I know, I know, oh-oh
I know I need..."
672,Gonertwenty one pilots,"[Verse 1]
I'm a goner, somebody catch my breath
I'm a goner, somebody catch my breath
I wanna be known by you
I wanna be known by you
I'm a goner, somebody catch my breath
I'm a goner, somebody catch my breath
I wanna be known by you
I wanna be known by you

[Chorus]
Though I'm weak and beaten down
I'll slip away into the sound
The ghost of you is close to me
I'm inside out, you're underneath

[Verse 2]
I've got two faces, Blurry's the one I'm not
I've got two faces, Blurry's the one I'm not
I need your help to take him out
I need your help to take him out

[Chorus]
Though I'm weak and beaten down
I'll slip away into this sound
The ghost of you is close to me
I'm inside out, you're underneath
Though I'm weak and beaten down
I'll slip away into this sound
The ghost of you is close to me
I'm inside out, you're underneath

[Bridge]
Don't let me be gone
Don't let me be gone
Don't let me be gone
Don't let me be gone
Don't let me be!
Don't let me be!
Oh, yeah!

[Outro]
I'm a goner, somebody catch my breath
I'm a goner, somebody catch my breath
I wanna be known by you
I wanna be known by you"
673,Amazing DayColdplay,"[Verse 1]
We sat on a roof, named every star
Shared every bruise and showed every scar
Hope has its proof put your hand in mine
""Life has a beautiful, crazy design""

[Chorus]
And time seemed to say
""Forget the world and its weight""
And here I just wanna stay
Amazing day, amazing day

[Verse 2]
We sat on a roof, named every star
You showed me a place where you can be who you are

[Chorus]
And the view; the whole Milky Way
In your eyes, I drifted away
And in your arms, I just wanna sway
Amazing day, amazing day
Amazing day, amazing day

Oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh, oooh

[Bridge]
And I asked
Can the birds in poetry chime?
""Can there be breaks in the chaos sometimes?""
Oh thanks God, must’ve heard when I prayed
Cause now I always want to feel this way

[Outro]
Amazing day, amazing day
Amazing day, amazing day
Yeah, today"
674,We Don't Believe What's On TVtwenty one pilots,"[Intro]
Yeah, yeah, yeah!

[Verse 1]
We don't believe what's on TV
Because it's what we want to see
An' what we want we know we can't believe
We have all learned to kill our dreams

[Pre-Chorus]
I need to know
That when I fail you'll still be here, mmm
'Cause if you stick around, I'll sing you pretty sounds
An' we'll make money selling your hair

[Chorus]
I don't care what's in your hair
I just wanna know what's on your mind
I used to say I wanna die before I'm old
But because of you, I might think twice
Yeah, yeah, yeah!
Yeah, yeah, yeah!

[Verse 2]
Alright, second verse
What if my dream does not happen?
Would I just change what I've told my friends?
Don't want to know who I would be
When I wake up from a dreamer's sleep

[Pre-Chorus]
I need to know
That when I fail you'll still be here, oh
'Cause if you stick around, I'll sing you pretty sounds
An' we'll make money selling your hair

[Chorus]
But I don't care what's in your hair
I just wanna know what's on your mind
I used to say I wanna die before I'm old
But because of you, I might think twice
I don't care what's in your hair
I just wanna know what's on your mind
I used to say I wanna die before I'm old
But because of you, I might think twice

[Outro]
Yeah, yeah, yeah!
Oh!
Yeah, yeah, yeah!
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!"
