,Title-Artist,Lyrics
885,6 ManDrake,"[Intro]
Yeah, yeah

[Verse 1]
Boomin out in South Gwinnett like Lou Will
6 man like Lou Will, 2 girls and they get along like I'm (Lou)
Like I'm Lou Will, I just got the new deal
I am in the Matrix and I just took the blue pill
No ho shit, no fuckin' ho shit, save that for your shit
I don't need no fuckin' body, I run my own shit
I told yah, thought I told yah, you didn't listen
Fieri, I'm in the kitchen, I'm a magician
I'm on it, I'm like MacGyver, I'm Michael Myers
I kill careers and cut the lights off, this shit is frightenin'
I knew it would end up like this, I'm fuckin' psychic
Young, but I'm makin' millions to work the night shift

[Chorus]
(Yeah) Work the night shift
Young, but I'm makin' millions to work the night shift
(Work, work the night shift)

[Verse 2]
Young but I'm gettin' every single motherfuckin' thing I'm owed
You gotta know
I'm here to fuck with nigga's souls, my heart is cold
It's prolly cause I'm from the snow, with all my woes
I know they wanna see me go, I'm on a roll
I mean I'm back on this again, I'm here again
You know the truth, let's not pretend, I'm not your friend
Not your guy, I'm not your buddy, show no lovin'
I might go DeMarcus Cousins out in public
Man, I'm back on this again, I'm here again
I didn't do this fuckin' tape for CNN
I am not tryna win awards, that shit looked forced
It's nothin' like this
Young, but I'm makin' millions to work the night shift

[Chorus]
(Yeah) Work the night shift
Young, but I'm makin' millions to work the night shift
(Work, work the night shift)
(Lou)

[Outro]
If you were worried about where
I've been or who I saw or
What club I went to with the homies
Baby don't worry, you know that you got me
I'm never worried about where
I'm at or who I saw or
What club I go to with the homies
Baby don't worry, I know that they got me"
887,JungleDrake,"[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 1: Drake]
These days, I'm lettin' God handle all things above me
The things I can't change are the reason you love me
Listen, you can hear them callin' my name
I'm all over the place, I can't sit in one place
I'm not ashamed at all
Still findin' myself, let alone a soulmate, I'm just sayin'
Feel like we one and the same, our relationship changed
That or it never existed
Whenever they say somethin' 'bout us you listen
But fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
Fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
My time with you, my

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 2: Drake]
She said you're my everything
I love you through everything, I done did everything to her
She forgave me for everything, this a forever thing
Hate that I treat it like it's a whatever thing
Trust me, girl, this shit is everything to me
She from the jungle, she from the jungle
I take somebody else's car, drive there undercover
This shit is everything to me, this shit is everything
Don't know where we stand, I used to hit you 'bout everything

[Bridge: Drake]
Are we still good? Are we still good?
Are we still good? Are we still good?
If I need to talk, are you around?
Are you down for the cause?
Are you down? Are you down? Are you down?
Are you down for the cause?

[Pre-Chorus: Drake]
Are you down? Are you down? Are you down?
Are you down for the cause?
You still down? You still down? You still down?

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 3: Drake]
Yeah, these days these new girls, they got me nervous
They go to school and do bottle service
They can't decide, they keep switchin' majors
Being indecisive makes me anxious
Call your number and it's out of service

[Pre-Chorus: Drake]
Who can I call for your information?
What am I supposed to do
After we done everything that we've done?
Who is your replacement?
Are we still good? Are we still good?
Are we still good? Are we still good?

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do"
888,Star67Drake,"[Part I]

[Intro: Lil Wayne]
That's what they doin', Cam'ron
They actin' like these singers, man
I ain't-I ain't goin' to the studio 'till I got a situation
A subject, I need a beat, I need the producer
Who-who gonna be on the hook?
Man, what is you doin'?
Go in the studio with fuckin' clips, clips, ammo!

[Verse 1]
Haha, damn
Brand new Beretta, can't wait to let it go
Walk up in my label like, ""Where the check though?""
Yeah, I said it, wouldn't dap you with the left, ho
Shut the fuck up, text from a centerfold, I ain't reply
Let her know I read it though, voicemail say she ready though (Yeah)
Niggas know I'm credible, ain't no pussy on a pedestal
Got my foot on the 'Cedes Benz pedal
Doin' ninety on the bridge like, ""Nigga you already know""
And if you don't know, then now you know, now you know
Switchin up the angles, now I'm in the Rolls with illuminated angel
Four, five chains, man the gold gettin' tangled
My nigga Biz said, ""The first mill' gon' change you""
Change for the better, hit it, then dead her
That's my vendetta, keep this shit together
Goddamn, we ain't even gotta scam
Cocaine coupe, we ain't even got a scale
Used to flip apps, now that old plug murked
Ain't a damn thing changed, you can still get the work, ayy

[Interlude]
Just hold on one moment and someone will be right with you
(We're sorry, you have reached a number that has been disconnected or is no longer in service)

[Part II]

[Intro]
Yeah

[Verse 2]
I remember I had went to Louis V with Haf'
Watched them spread ten thousand dollars on the glass
I never ever thought I'd see that in my life
Now I'm in the East 'cause them boys are gettin' right, man
I was on TV makin' fifty racks a year
After helpin' mama out, the shit would disappear
I am not a man, I can't do this on my own
So I started askin' them if they would put me on
And they did put me on, yeah
They did put me on
Now we in the basement and we workin' on the phone
Now we in the basement and we workin' on the phone, man
Line blowin' up, workin' on the phones
Now we in the basement and we workin' on the phones
But I just couldn't do it, had to leave that shit alone, man

[Interlude]
Hear what?
Yo hear what, take time
(Ha, ha, ha) Ahh, no shit
Yo hear what?
Wa gwan fry skull
Him fried, him fried and a sleep awhile ago inna di van
You know Drizzy

[Chorus]
Blowin' up, line blowin' up, they need the whole thing
Blowin' up, my niggas really need the whole thing, yeah, yeah
Blowin' up, line blowin' up, they need the whole thing
Blowin' up, my niggas really need the whole thing, yeah, yeah, yeah (Ayy)

[Verse 3]
I do better with the rider in my system
Ooh yeah, I'm on deck, when you call me I'll listen
I listen unless I been mixin', you know when I'm mixin'
You know when I'm mixin', I smoke when I drink, it's tradition
Like Zoe mama I go hippy, peace sign in the air like I'm Nixon
I'm mixin', I am not Esco, but it was written
I knew when they didn't
I been had these visions of the life I'm livin' since I was Jimmy
All I had to do was just go and get it, and now we--

[Chorus]
Blowin' up, line blowin' up, they need the whole thing
Blowin' up, yeah, my niggas really need the whole thing, yeah, yeah, yeah (Ayy)"
890,I BetCiara,"[Intro]
Na-na, na-na
Na-na, na-na
Na-na, na-na
No-no, hey

[Chorus]
I bet you start loving me
Soon as I start loving someone else
Somebody better than you
I bet you start needing me
Soon as you see me with someone else
Somebody other than you
And I know that it hurts
You know that it hurts your pride
But you thought the grass was greener on the other side
I bet you start loving me
Soon as I start loving someone else
Somebody better than you

[Verse 1]
So I'm s'posed to believe that it's Fellini's calling your phone?
I'm s'posed to believe that they're asking you if you're home?
I wasn't born yesterday, not me
Can't get that over me, not me
I love you, but I won't be a fool for you
That is just something that I wouldn't do, babe
I mean, I'mma stay if you could tell the truth
But you can't, no matter how much time I ask

[Pre-Chorus 1]
Is that your bitch over there, giving me the ugly stare?
The one with the silicone ass, and the Brazilian hair?
You ain't gon' respect me no, no, no till I'm not there
See, I got you comfortable, now you ain't really scared

[Chorus]
I bet you start loving me
Soon as I start loving someone else
Somebody better than you
I bet you start needing me
Soon as you see me with someone else
Somebody other than you
And I know that it hurts
You know that it hurts your pride
But you thought the grass was greener on the other side
I bet you start loving me
Soon as I start loving someone else
Somebody better than you

[Verse 2]
So you bought me a car, he can buy that too
I can take care of myself and I can find someone to do it too, baby
You actin' like you upgraded me, I upgraded you
You and me, Fashion Week at Paris, I put you on to that new
But you took advantage, oh you took advantage, oh you took advantage
I cannot understand, I cannot understand, I cannot understand it
I thought you'd always be there for me, yeah, yeah
But if you ask me if I knew betta now, hell yeah

[Pre-Chorus 2]
So you can keep that bitch over there, giving me the ugly stare
The one with the silicone ass, and the Brazilian hair
You ain't gon' respect me no, no, no till I ain't there
See, I got you comfortable, now you ain't really scared

[Chorus]
I bet you start loving me
Soon as I start loving someone else
Somebody better than you
I bet you start needing me
Soon as you see me with someone else
Somebody other than you
And I know that it hurts
You know that it hurts your pride
But you thought the grass was greener on the other side
I bet you start loving me
Soon as I start loving someone else
Somebody better than you

[Bridge]
Baby, tell me what's it
Gonna take to keep it
All the way one hundred
You won't get it till I'm gone away
Away

[Chorus]
I bet you start loving me
Soon as I start loving someone else
Somebody better than you
I bet you start needing me
Soon as you see me with someone else
Somebody other than you
And I know that it hurts
You know that it hurts your pride
But you thought the grass was greener on the other side
I bet you start loving me
Soon as I start loving someone else
Somebody better than you

[Outro]
Oh, I hate, I hate that I'm
Singing this song
Singing this song
‘Cause I love you
Yeah, I love you
Oh-oh, oh-oh, oh-oh, oh-oh
I’m all cried out
I’m all tried out
I’m all fired out
Yeah, right now, it’s killing me
Cause now I have to find someone else
When all I wanted was you"
891,CompanyDrake,"[Verse 1: Drake]
I got some shit for you to come and get
I'm at the St. Regis up on Briar Oaks
Hit me when you done your shift
Wooh, I see you doin' well, baby
Oh, you pullin' shit together, I can tell, baby
Is you single or what? I need a girl from the country
I need a girl from Kentucky, I need a shawty from Houston
I need a girl who gon' love me
I need a girl who gon' trust me, someone to fuck me
Someone to make me feel lucky
Someone that's so proud to be with me
She walk right up to her ex, look him dead in the face
And say, ""You ain't got the juice like that
You ain't got the juice like that""
That's cold, ice cold, girl you ain't have to do him like that
Why you had to do him like that?
Gotta come through quick, quick
Oh you at the club cashin' out with Eric
Then hit me when you done your shift
I know a girl I should propose to
But we just on some different shit
She on some up at 9AM already cookin' in the kitchen shit
And lately we've been fightin'
On some ""why-you-love-these-strippers?"" shit
Yeah, she workin' with the spatula, I know she love flippin' shit, oh!
Oh, me, I don't deserve it (at least you fuckin' know it)
She's just a little too perfect, she's just a little too worth it
I don't deserve her at all, no not at all
I only text her, man, I never call
I'm still a canine at heart, I'm a dog
Yeah, that's why you gotta come through quick, quick
I'm posted at the Derek up on Westheimer
Hit me when you're done your shift

[Chorus: Drake]
I need some company, I need some company
I need you to take my mind off being in my prime
Some company

[Interlude: Travis Scott]
I'm a dog, I'm in heat baby, heat baby
I'm a dog, I'm in heat baby
I'm a dog, I'm a dog, I'm in heat baby
I'm in heat baby...
Mo City trip! Mo City trip right now! Yeah
I'm on a Mo City trip, I'm on a Mo City trip right now
Ayy, ayy, a Mo City trip right now
Mo City trip, I'm on a Mo City trip right now

[Verse 2: Travis Scott]
It's a couple faces in here that a nigga piped down
So let's go find a place that we can sip right now
Tour 'round the city, it's the shit right now
It's kinda lit right now that you're here right now
Pop a couple percs let's get it in right now
Saturday nights, off in my bed right now
Call up your girl and put them heels on
It's gettin' rowdy, rowdy right now, yeah
I'm on a Mo City trip, I'm a dog
I'm a dog, I'm in heat baby, heat baby
I'm a dog, I go ham, I'm a hog
Bitch so bad, coulda thought I owed her somethin'
By the way I broke her off
When she get too on, we take if off
Drank so long, for a year I didn't cough
Fantasizin' and fistin' and switchin' up positions
Do you mind if we just menage just a little? (La Flame!)

[Outro: Travis Scott]
Mo City trip right now, Mo City trip right now
Mo City trip right now"
894,6PM In New YorkDrake,"[Intro]
Yeah
Yeah

[Verse]
Oh, you gotta love it, oh, you got—oh, you gotta love it
I heard what circulated, let's get to the bottom of it
I told 1da send me something and I got it covered
Somehow I always rise above it
Why you think I got my head in the clouds on my last album cover?
The game is all mine and I'm mighty possessive
Lil Wayne could not have found him a better successor
Every shot you see 'em take at me, they all contested
Allen Iverson shoe deal, these niggas all in question
Last night I went to sleep wanting more
Tryna decide what direction I should go towards
Some nights I wish I could go back in life
Not to change shit, just to feel a couple things twice
28 at midnight, wonder what's next for me
Longevity, wonder how long they'll check for me
Prolly forever if I stay in my zone
I speak on this generation, but can't change it alone
I heard a lil, lil homie talking reckless in Vibe
That's quite a platform you chose, you should've kept it inside
Oh, you tried? It's so childish calling my name on the world stage
You need to act your age and not your girl's age
It gets worse by the annual
My career's like a how-to manual, so I guess it's understandable, man
Oh, you gotta love it, you gotta love it, yeah
I know rappers that call paparazzi to come and get 'em
To show they outfits off, guess they need the attention
I remember when it used to be music that did it
But then again times have changed, man, who are we kiddin'?
I'm managed by my friends that I grew up with
I'd rather give that 15% to people I fuck with
If me and Future hadn't made it with this rappin'
We'd prolly be out in Silicon tryna get our billions on
But here we are, yeah
Lately, I feel the haters eatin' away at my confidence
They scream out my failures and whisper my accomplishments
Bitches alter my messages like we had words
And stories 'bout my life hit the net like a bad serve
Bitter women I'm overtextin' are PMSing
Crazy this year—fuckin' with my image
I've been tryna reach the youth so I can save 'em this year
Fuck it, I guess I gotta wait 'til next year
And I heard someone say something that stuck with me a lot
'Bout how we need protection from those protectin' the block
Nobody lookin' out for nobody
Maybe we should try and help somebody or be somebody
Instead of bein' somebody that makes the news, so everybody can Tweet about it
And then they start to ""R.I.P."" about it
And four weeks later nobody even speaks about it
Damn, I just had to say my piece about it
Oh, you gotta love it—
But they scared of the truth so back to me showin' out in public, that's a hotter subject
I been whippin' Mercedes and nigga try to budget
I gotta make it back to Memphis to check on my cousins
Shout out to Ashley, Tasha, Bianca
Julia, Ericka, Southern America
Part of my heritage, pardon my arrogance
Part in my hair again, that's that comeback flow
Comeback flow, once I start it's apparent
I'm with girl who ass is so big that's partly embarrassin'
But fuck all the blushin' and fuck your discussions and fuck all the judgement
Your content so aggressive lately, what's irkin' you?
Shit is gettin' so personal in your verses too
I wanna prove that I'm number one over all these niggas
Bein' number two is just being the first to lose
My city dictated music, nobody seein' us
Winter here already, but somehow I'm heatin' up
Been observin' the game and felt like I've seen enough
Let's drop a tape on these niggas, then we'll see wassup
Yeah, boy, you rappin' like you seen it all
You rappin' like the throne should be the three of y'all
""Best I Ever Had"" seems like a decade ago
Decadent flow and I still got a decade to go
Oh please, take it ease, where's the love and the peace?
Why you rappin' like you come from the streets?
I got a backyard where money seems to come from the trees
And I'm never ever scared to get some blood on my leaves
Phantom slidin' like the shit just hit a puddle of grease
I cook the beef well done on the double with cheese
Special order for anybody that's comin' for me
Shit, you probably flinch if somebody sneeze
You see they got me back talkin' like it's just 40, Oli, and me
Cuttin' all loose ends, I be the barber for free
I'm almost at four minutes goin' off on the beat
Feel like I'm in the Malibu that had the cloth on the seats
Man, oh, you gotta love it, yeah
And on top of that it's getting harder to eat
Rappers downgrading houses, putting cars on the lease
To think labels said they'd have a problem marketing me
And now it's everybody else that's getting hard to believe
But, man, oh, you gotta love it (Oh)
Yeah
And head to toe, I'm Prada covered (Whoop)
I know your girl well, just not in public
Blame the city, I'm a product of it
Young nigga from the city
You gotta love it

[Outro]
Yeah, gotta love it
*Laughs*
Yeah"
895,Where You BelongThe Weeknd,"[Intro]
Yeah, yeah, yeah
Oh yeah, oh yeah, oh yeah
Yeah, yeah, yeah
Oh yeah, oh yeah, oh yeah
Yeah, yeah, yeah
Oh yeah, oh yeah, oh yeah
Yeah, yeah, yeah
Oh yeah, oh yeah, oh yeah

[Verse 1]
I feel the blood rushin' throughout ya body
You see the scars painted over my skin
I'm always numb to the topic of lovin'
I fell in love with the subject of sin

[Refrain]
I don't have to remind you, it's my need to confine you
I see your face every time I'm with somebody else
Can't you see that I want you? (Put your feelings behind you)
I don't have to remind you (don't have to remind you)

[Hook]
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong

[Verse 2]
I'm in control, when you give me your body, yeah
I feel our souls burnin' up when I'm, inside of you and I
And I'ma leave a mark, just to remind you, where you belong, baby
Give me your all, scream as loud as you want

[Refrain]
I don't have to remind you, it's my need to confine you
(Tell me now)
I see your face every time I'm with somebody else
Can't you see that I want you? (Put your feelings behind you)
I don't have to remind you (don't have to remind you)

[Hook]
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong
Where you belong, where you belong"
897,You & The 6Drake,"[Intro]
Rider shit

[Verse 1]
Having conversations with mama, man, my life is a mess
Ain't been returning the texts, so she been reading the press
She got Google Alerts, them shits go straight to her phone
She worry 'bout me from home, you know she raised me alone
She said, ""I heard you back with you know who""
I told her, ""girl, I'm always back with you know who,"" yeah
And she like, ""Who are we kidding? You're 27, you're just being you
You're your father's child, man, thank God you got some me in you""
At least I always, at least I always see it through
At least I'm always being true to what you taught me
Retired teacher, but your words still got me evolvin'
Never get sloppy drunk, but alcohol is problem solvin'
And look I hate it when you hate on all my girlfriends
And assistants always convinced that there's someone better
Like that girl from your gym who trains you
I know you wanna arrange it, you told me she's free Thursday
And I'm sure that she's an angel, but she don't want this life
The timing ain't right
Maybe one day, but even one day with us is the time of her life
We do things that people pay to document
You got the sweetest heart
But I'm not here to give out compliments
Or boost nobody's confidence, momma
I got no friends in this, momma
I don't pretend with this, momma
I'on joke with this, momma
I pull the knife out my back and I cut they throat with it, momma
I'm Game of Thrones with it, momma
I'm Home Alone with it, momma
I'm t-
I really hate using this tone with you, momma
I really hate gettin' aggressive on this phone with you, momma
I really hate wasting your time to check a clone or two, momma
It's just they cloning me, momma
Them niggas wannabes, momma
Its like - I'm the one they wanna be, momma
I just- I- I can't be out here being vulnerable, momma
I mean I kill 'em every time they do a song with me, momma
I sing a hook they sing along with me, momma
What more they want  from me, momma?
Yeah, this is a crazy life
But you and the six raised me right
""Don't ever take advice,"" that was great advice

[Refrain]
You and the six raised me right, that shit saved my life

[Verse 2]
Yeah!
Having conversations with momma, we start talkin' 'bout dad
You know he dropping a single, he saying this is his window
That nigga still wearing linen, that nigga still in the club
Call him after we get off the phone and show him some love
That nigga Memphis for real, girl, he love you to death
He made mistakes throughout his life that he still doesn't accept
But he just want our forgiveness, and fuck it, look how we're living
I'm content with this story, who are we not to forgive him?
At least I been to a prison, at least I know what it's like
I used to rap on the phone with one of his friends doing life
And now I got me a Grammy, that could be part of the reason
Let's just call this shit even, we got some things to believe in
Do you remember back to Weston Road, Scarlett Road?
Hangin' with Aaron Bell and Reny
Shit could've gone south for me, he looked out for me, ma
He never let me do drugs
He let me shoot a gun one summer, but out there everyone does
He made me listen to his music, old music, soul music
Shit that can only be created if you go through it
I used to get teased for being black
And now I'm here and I'm not black enough
'Cause I'm not acting tough
Or making stories up 'bout where I'm actually from, yeah
But I just roll with it, momma, rolling stone with it, momma
Gotta be careful around Rolling Stone
Or anyone that's tryna throw stones at me, momma
I'm not condoning it, momma
They will not tear nothing down, I built this home for you, momma
Know I don't call enough, momma
I just been working with so little time for personal, momma, yeah
Hard labor let me pay the price

[Refrain]
You and the six raised me right, that shit saved my life"
898,All DayKanye West,"[Intro: Kanye West & Theophilus London]
All day, nigga
Dance, ayy, ayy ayy ayy

[Chorus 1: Kanye West]
All day, nigga
How long you niggas ball? All day, nigga
How much time you spent at the mall? All day, nigga
How many runners do you got on call? All day, nigga
Swish, swish, how long they keep you in court? All day, nigga
Take you to get this fly? All day, nigga
Tell your P.O. how-how long you been high? All day, nigga
You already know I’m straight from the Chi, all day, nigga
South, south, south side! All day, nigga

[Verse 1: Kanye West]
This Ye, nigga
Shoppin' for the winter and it’s just May, nigga
Ball so hard, man, this shit cray, nigga
And you ain't gettin' money 'less you got eight figures
For that Jesus piece, man, I've been saved, nigga
Just talked to Farrakhan, that's sensei, nigga
Told him I've been on ten since the 10th grade, nigga
Got a middle finger longer than Dikembe, my nigga, uh
I don't let 'em play with me
I don't let 'em talk to me no kind of way
Uh, they better watch what they say to me
Niggas still gettin' popped on the day to day
Yeah, I still got the hundred with the small face, nigga
Might spend 50 racks on my off day, nigga
You a fake Denzel like the Allstate nigga
If you run into me, better have Allstate with yah
You a Rico Suave nigga
Ride 'round listen to Sade, nigga
If you ain't with us, you in our way, nigga
You an actor, you should be on Broadway, nigga
'Cause you do shit the broad way, nigga
Your bitch got a ass, but my broad way thicker
Late for the class, in the hallway, nigga
Yeah, the dropout at it as always nigga, as always
All day, nigga

[Refrain: Allan Kingdom]
I took a young sweet breath, and I reached into my Earth
Gave him what I had left
At that moment I dispersed
At that moment I dispersed

[Chorus 2: Kanye West]
All day, nigga
How-h-how long you ball? All day, nigga
How much time you spent at the mall? All day, nigga
How long it take you to get this fly? All day, nigga
Tell your P.O. how-how long you been high? All day, nigga
Pour some Hen out for my niggas that died, all day, nigga
And I keep a bad bitch on the passenger side, all day, nigga
You already know I’m straight from the Chi, all day, nigga
South, south, south side! All day, nigga

[Verse 2: Kanye West]
I could do this all day, boy, I'm finna turn this bitch out
They need that Ye in the streets, boy, there's been a mothafuckin' drought
Don't really matter what I make, boy, you know I still go wild
Like a light-skinned slave, boy, we in the mothafuckin' house!
Right now, you lookin' real sus right now
I swear I've been on this flight like a month right now
Stupid niggas gettin' money, Forrest Gump right now
Shout-out to Jackie Chan, I need to stunt right now
They've been lookin' at the Gram, I've been lookin' at the Grammys
Like, huh, that's us right now
24/7, 365 days, everybody gettin' paid
Niggas lookin' at me like I'm worth both MJs
People saying, ""Ye, Ye, take it easy""
20 Gs for the Yeezys off of eBay
Niggas do the most and they ain't done shit
Only way I can sum it up, sumbitch

[Bridge: Theophilus London (Kanye West)]
(Hands up, hands up, hands up)
Hands up, hands up, hands up
So won't you dance? ayy, ayy ayy ayy
(All day, nigga)

[Refrain: Allan Kingdom]
I took a young sweet breath, and I reached into my Earth
Gave him what I had left
At that moment I dispersed
At that moment I dispersed

[Break: Kanye West]
Get low, alright
Get low, alright
What up? Alright, alright
Stay low, alright
Stay low, alright
Stay low, alright
South, south, south side! All day, nigga

[Guitar Interlude: Paul McCartney]
Whistling

[Outro: Paul McCartney]
Well, well, well, let me run (let me run)
Let me run to see who came undone
You've been right in my face
Let me run 'til you're off my case
Whooooa, whooooa
Whooooa, whooooa
Whooooa, whooooa
Whooooa, whooooa

[Produced by Velous, Kanye West, Diddy and Charlie Heat; Co-produced by Mike Dean, French Montana and Noah Goldstein; Additional production by Plain Pat, Travi$ Scott, Allen Ritter & Mario Winans]"
900,Watch MeSilento,"[Intro]
Whip, nae nae
Whip, whip, nae nae
Whip, nae nae
Whip, whip, nae nae
You already know who it is
Silentó
Silentó
Silentó
Go on an' do it for me

[Chorus]
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip, whip
Watch me nae nae (Watch me do it)
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip, whip
Watch me nae nae (Can you do it?)
Now watch me, ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Now watch me, ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh

[Verse 1]
Do the stanky leg (Stank) do the stanky leg (Stank-stank)
Do the stanky leg (Stank) do the stanky leg (Stank-stank)
Do the stanky leg (Stank) do the stanky leg (Stank-stank)
Do the stanky leg (Stank) do the stanky leg (Stank-stank)
Now break your legs (Break 'em) break your legs (Brake the knob)
Tell 'em ""break your legs"" (Break 'em) break your legs (Brake the knob)
Gonna break your legs (Break 'em) break your legs (Brake the knob)
Gon' and break your legs (Break 'em) break your legs (Brake the knob)

[Pre-Chorus]
Now watch me bop bop bop bop bop
Bop bop bop bop bop
Now watch me bop bop bop bop bop
Bop bop bop bop bop

[Chorus]
Now watch me whip
(Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip, whip
Watch me nae nae (Watch me do it)
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip, whip
Watch me nae nae (Can you do it?)
Now watch me, ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Now watch me, ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh

[Verse 2]
Now watch me yule (Soulja!), now watch me Superman (Okay)
Now watch me yule (Soulja!), now watch me Superman (Okay)
Now watch me yule (Soulja!), now watch me Superman (Okay)
Now watch me yule (Soulja!), now watch me Superman (Okay)
Now watch me duff, duff, duff, duff, duff
Duff, duff, duff (Hold on)
Now watch me duff, duff, duff, duff, duff
Duff, duff, duff, duff

[Pre-Chorus]
Now watch me bop bop bop bop bop
Bop bop bop bop bop
Now watch me bop bop bop bop bop
Bop bop bop bop bop

[Chorus]
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip, whip
Watch me nae nae (Watch me do it)
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip, whip
Watch me nae nae (Can you do it?)
Now watch me, ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Now watch me, ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh"
901,See You AgainWiz Khalifa,"[Chorus: Charlie Puth]
It's been a long day without you, my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again

[Verse 1: Wiz Khalifa]
Damn, who knew?
All the planes we flew, good things we been through
That I'd be standing right here talking to you
'Bout another path, I know we loved to hit the road and laugh
But something told me that it wouldn't last
Had to switch up, look at things different, see the bigger picture
Those were the days, hard work forever pays
Now I see you in a better place (See you in a better place)
Uh

[Refrain: Wiz Khalifa]
How could we not talk about family when family's all that we got?
Everything I went through, you were standing there by my side
And now you gon' be with me for the last ride

[Chorus: Charlie Puth & (Wiz Khalifa)]
It's been a long day without you, my friend
And I'll tell you all about it when I see you again (I'll see you again)
We've come a long way (Yeah, we came a long way) from where we began
(You know we started)
Oh, I'll tell you all about it when I see you again (I'll tell you)
When I see you again

[Post-Chorus: Charlie Puth]
Aah oh, aah oh
Wooooh-oh-oh-oh-oh-oh
Yeah

[Verse 2: Wiz Khalifa]
First, you both go out your way and the vibe is feeling strong
And what's small turned to a friendship, a friendship turned to a bond
And that bond will never be broken, the love will never get lost
(The love will never get lost)
And when brotherhood come first, then the line will never be crossed
Established it on our own when that line had to be drawn
And that line is what we reached, so remember me when I'm gone
(Remember me when I'm gone)

[Refrain: Wiz Khalifa]
How could we not talk about family when family's all that we got?
Everything I went through you were standing there by my side
And now you gon' be with me for the last ride

[Bridge: Charlie Puth]
So let the light guide your way, yeah
Hold every memory as you go
And every road you take
Will always lead you home, home

[Chorus: Charlie Puth]
It's been a long day without you, my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again

[Post-Chorus: Charlie Puth & Wiz Khalifa]
Aah oh, aah oh (Uh)
Yeah (Yeah)
Wooooh-oh-oh-oh-oh-oh (Yo)
When I see you again (Yo, uh)
See you again (Yo, yo)
Oh-oh (Uh-huh)
(Yup) When I see you again"
903,You're So BeautifulEmpire Cast,"[Verse 1: Terrance Howard]
Sometimes you feel insecure
Trust me girl I understand
But even with no manicure
Baby girl I'll hold your hand
You look so good when you walking by
Sexy comes in every size keep wearing that
You ain't playing
You got yourself a new man no need no workout plan
I call that baby fat
But it sure look good to me, see...

[Hook:Terrance Howard]
You're so beautiful
You got me watching you
Like a camera do
I still wait for you
You got me (In all kind of always)

You're so beautiful
You got me watching you
Like a camera do
I still wait for you
You got me (In all kind of always)

[Verse 2: Terrance Howard]
You wear your glasses you can't see
Girl I love your crooked smile
Hair ain't done you're makeup free
You'll never go out of style
Cause you ain't got time to pack
You look too good to be mad
Got way too much class all up inside
Them jeans
You should be happy with a nappy
Hot damn have you seen them thighs
You been all up inside
The cornbread and collard greens
You call me papi
And I like it wild

[Hook: Terrance Howard]
You're so beautiful
You got me watching you
Like a camera do
I still wait for you
You got me (In all kind of always)

[Bridge: Terrance Howard]
This the kind of song make a woman love a man
A woman love a man
A woman love a man now
This the kind of song make a woman love a man
A woman love a man
Adam and Eve and Clan
This the kind of song make a woman love a man
A woman love a man
A woman love a man this this
This the kind of song make a woman love a man
A woman love a man
Adam and Eve and Clan

[Hook: Terrance Howard]
You're so beautiful
You got me watching you
Like a camera do
I still wait for you
You got me (In all kind of always)"
