Title,Artist
Blank Space,Taylor Swift
Jealous,Nick Jonas
All About That Bass,Meghan Trainor
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj"
Trumpets,Jason Derulo
Love Me Harder,Ariana Grande & The Weeknd
I'm Not The Only One,Sam Smith
Black Widow,Iggy Azalea Featuring Rita Ora
Don't Tell 'Em,Jeremih Featuring YG
Beg For It,Iggy Azalea Featuring M0
Heroes (We Could Be),Alesso Featuring Tove Lo
Take Me To Church,Hozier
Lips Are Movin,Meghan Trainor
L.A.LOVE (la la),Fergie
Ba,Don't Lie'
The Heart Wants What It Wants,Selena Gomez
Centuries,Fall Out Boy
In Your Arms,Nico & Vinz
Break Free,Ariana Grande Featuring Zedd
Uptown Funk!,Mark Ronson Featuring Bruno Mars
Dangerous,David Guetta Featuring Sam Martin
Steal My Girl,One Direction
Break The Rules,Charli XCX
Burnin' Up,Jessie J Featuring 2 Chainz
New Flame,Chris Brown Featuring Usher & Rick Ross
I Lived,OneRepublic
Ghost,Ella Henderson
I Can't Stop Drinking About You,Bebe Rexha
Sledgehammer,Fifth Harmony
Too Cool To Dance,Eden XO
I Don't F**k With You,Big Sean Featuring E-40
Stolen Dance,Milky Chance
Prayer In C,Lillywood & Robin Schulz
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
Locked Out Of Heaven,Bruno Mars
Diamonds,Rihanna
Ho Hey,The Lumineers
I Cry,Flo Rida
Die Young,Ke$ha
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
One More Night,Maroon 5
Home,Phillip Phillips
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj
I Knew You Were Trouble.,Taylor Swift
Try,P!nk
The A Team,Ed Sheeran
Don't You Worry Child,Swedish House Mafia Featuring John Martin
Some Nights,fun.
Girl On Fire,Alicia Keys Featuring Nicki Minaj
Don't Stop The Party,Pitbull Featuring TJR
Scream & Shout,will.i.am & Britney Spears
Little Things,One Direction
Daylight,Maroon 5
Hall Of Fame,The Script Featuring will.i.am
Catch My Breath,Kelly Clarkson
Sweet Nothing,Calvin Harris Featuring Florence Welch
Va Va Voom,Nicki Minaj
It's Time,Imagine Dragons
We Are Never Ever Getting Back Together,Taylor Swift
Wanted,Hunter Hayes
Rest Of My Life,Ludacris Featuring Usher & David Guetta
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Remember When (Push Rewind),Chris Wallace
C'mon,Ke$ha
Give Me Your Hand (Best Song Ever),The Ready Set
Feel Again,OneRepublic
Anything Could Happen,Ellie Goulding
Little Talks,Of Monsters And Men
Adorn,Miguel
Ready Or Not,Bridgit Mendler
Turn Around,Conor Maynard Featuring Ne-Yo
Gangnam Style,PSY
Oath,Cher Lloyd Featuring Becky G
50 Ways To Say Good,e'
I Knew You Were Trouble.,Taylor Swift
Locked Out Of Heaven,Bruno Mars
Ho Hey,The Lumineers
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj
I Cry,Flo Rida
Don't You Worry Child,Swedish House Mafia Featuring John Martin
Try,P!nk
Diamonds,Rihanna
The A Team,Ed Sheeran
Scream & Shout,will.i.am & Britney Spears
One More Night,Maroon 5
Girl On Fire,Alicia Keys Featuring Nicki Minaj
Home,Phillip Phillips
Suit & Tie,Justin Timberlake Featuring JAY Z
Don't Stop The Party,Pitbull Featuring TJR
Die Young,Ke$ha
Daylight,Maroon 5
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Sweet Nothing,Calvin Harris Featuring Florence Welch
C'mon,Ke$ha
Catch My Breath,Kelly Clarkson
Little Things,One Direction
It's Time,Imagine Dragons
Hall Of Fame,The Script Featuring will.i.am
Rest Of My Life,Ludacris Featuring Usher & David Guetta
Wanted,Hunter Hayes
Remember When (Push Rewind),Chris Wallace
Little Talks,Of Monsters And Men
Troublemaker,Olly Murs Featuring Flo Rida
Va Va Voom,Nicki Minaj
Give Me Your Hand (Best Song Ever),The Ready Set
Turn Around,Conor Maynard Featuring Ne-Yo
Who Booty,Jonn Hart Featuring IamSU!
I Will Wait,Mumford & Sons
Feel Again,OneRepublic
Gold,Britt Nicole
When I Was Your Man,Bruno Mars
Adorn,Miguel
Gangnam Style,PSY
"Lessons In Love (All Day, All Night)",Neon Trees Featuring Kaskade
I Knew You Were Trouble.,Taylor Swift
Don't You Worry Child,Swedish House Mafia Featuring John Martin
Scream & Shout,will.i.am & Britney Spears
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Locked Out Of Heaven,Bruno Mars
Daylight,Maroon 5
Ho Hey,The Lumineers
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj
Sweet Nothing,Calvin Harris Featuring Florence Welch
Try,P!nk
C'mon,Ke$ha
Suit & Tie,Justin Timberlake Featuring JAY Z
It's Time,Imagine Dragons
Catch My Breath,Kelly Clarkson
Girl On Fire,Alicia Keys Featuring Nicki Minaj
When I Was Your Man,Bruno Mars
Hall Of Fame,The Script Featuring will.i.am
Troublemaker,Olly Murs Featuring Flo Rida
Feel This Moment,Pitbull Featuring Christina Aguilera
Little Talks,Of Monsters And Men
Kiss You,One Direction
Stay,Rihanna Featuring Mikky Ekko
I Will Wait,Mumford & Sons
Wanted,Hunter Hayes
Remember When (Push Rewind),Chris Wallace
Hey Porsche,Nelly
Carry On,fun.
Don't Stop The Party,Pitbull Featuring TJR
Gold,Britt Nicole
Alive,Krewella
Who Booty,Jonn Hart Featuring IamSU!
Madness,Muse
C'mon Let Me Ride,Skylar Grey Featuring Eminem
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
As Your Friend,Afrojack Featuring Chris Brown
With Ur Love,Cher Lloyd
I Love It,Icona Pop Featuring Charli XCX
Simply Amazing,Trey Songz
Va Va Voom,Nicki Minaj
Forever Now,Ne-Yo
Daylight,Maroon 5
When I Was Your Man,Bruno Mars
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Suit & Tie,Justin Timberlake Featuring JAY Z
Sweet Nothing,Calvin Harris Featuring Florence Welch
I Knew You Were Trouble.,Taylor Swift
Stay,Rihanna Featuring Mikky Ekko
Don't You Worry Child,Swedish House Mafia Featuring John Martin
Scream & Shout,will.i.am & Britney Spears
Feel This Moment,Pitbull Featuring Christina Aguilera
It's Time,Imagine Dragons
Troublemaker,Olly Murs Featuring Flo Rida
Locked Out Of Heaven,Bruno Mars
Ho Hey,The Lumineers
Heart Attack,Demi Lovato
Just Give Me A Reason,P!nk Featuring Nate Ruess
I Will Wait,Mumford & Sons
Alive,Krewella
Little Talks,Of Monsters And Men
22,Taylor Swift
Carry On,fun.
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
I Love It,Icona Pop Featuring Charli XCX
Try,P!nk
All Around The World,Justin Bieber Featuring Ludacris
Madness,Muse
C'mon,Ke$ha
Kiss You,One Direction
Next To Me,Emeli Sande
With Ur Love,Cher Lloyd
As Your Friend,Afrojack Featuring Chris Brown
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
Wings,Little Mix
Girl On Fire,Alicia Keys Featuring Nicki Minaj
Forever Now,Ne-Yo
If I Lose Myself,OneRepublic
Tonight I'm Getting Over You,Carly Rae Jepsen
Clarity,Zedd Featuring Foxes
Lego House,Ed Sheeran
Harlem Shake,Baauer
Stay,Rihanna Featuring Mikky Ekko
When I Was Your Man,Bruno Mars
Just Give Me A Reason,P!nk Featuring Nate Ruess
Feel This Moment,Pitbull Featuring Christina Aguilera
Suit & Tie,Justin Timberlake Featuring JAY Z
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Daylight,Maroon 5
Heart Attack,Demi Lovato
Mirrors,Justin Timberlake
Troublemaker,Olly Murs Featuring Flo Rida
Sweet Nothing,Calvin Harris Featuring Florence Welch
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
Alive,Krewella
I Love It,Icona Pop Featuring Charli XCX
22,Taylor Swift
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
Carry On,fun.
Scream & Shout,will.i.am & Britney Spears
All Around The World,Justin Bieber Featuring Ludacris
#thatPOWER,will.i.am Featuring Justin Bieber
I Will Wait,Mumford & Sons
Next To Me,Emeli Sande
Little Talks,Of Monsters And Men
Come & Get It,Selena Gomez
Madness,Muse
Cruise,Florida Georgia Line Featuring Nelly
Here's To Never Growing Up,Avril Lavigne
The Way,Ariana Grande Featuring Mac Miller
Wings,Little Mix
Clarity,Zedd Featuring Foxes
Lego House,Ed Sheeran
Tonight I'm Getting Over You,Carly Rae Jepsen
I Need Your Love,Calvin Harris Featuring Ellie Goulding
I Could Be The One,Avicii vs Nicky Romero
Hung Up,Hot Chelle Rae
Radioactive,Imagine Dragons
As Your Friend,Afrojack Featuring Chris Brown
With Ur Love,Cher Lloyd
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
C'mon,Ke$ha
Mirrors,Justin Timberlake
Just Give Me A Reason,P!nk Featuring Nate Ruess
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
Heart Attack,Demi Lovato
Stay,Rihanna Featuring Mikky Ekko
I Love It,Icona Pop Featuring Charli XCX
When I Was Your Man,Bruno Mars
Come & Get It,Selena Gomez
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
Feel This Moment,Pitbull Featuring Christina Aguilera
#thatPOWER,will.i.am Featuring Justin Bieber
Cruise,Florida Georgia Line Featuring Nelly
22,Taylor Swift
The Way,Ariana Grande Featuring Mac Miller
Alive,Krewella
The Other Side,Jason Derulo
Next To Me,Emeli Sande
#Beautiful,Mariah Carey Featuring Miguel
Here's To Never Growing Up,Avril Lavigne
Suit & Tie,Justin Timberlake Featuring JAY Z
Get Lucky,Daft Punk Featuring Pharrell Williams
Radioactive,Imagine Dragons
Clarity,Zedd Featuring Foxes
Lego House,Ed Sheeran
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
I Need Your Love,Calvin Harris Featuring Ellie Goulding
Wings,Little Mix
Carry On,fun.
Treasure,Bruno Mars
Fine China,Chris Brown
Live It Up,Jennifer Lopez Featuring Pitbull
I Will Wait,Mumford & Sons
Madness,Muse
Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J
People Like Us,Kelly Clarkson
Hung Up,Hot Chelle Rae
Glowing,Nikki Williams
Love Somebody,Maroon 5
Crickets,Drop City Yacht Club Featuring Jeremih
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
Come & Get It,Selena Gomez
Mirrors,Justin Timberlake
I Love It,Icona Pop Featuring Charli XCX
Get Lucky,Daft Punk Featuring Pharrell Williams
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
Radioactive,Imagine Dragons
Cruise,Florida Georgia Line Featuring Nelly
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
Just Give Me A Reason,P!nk Featuring Nate Ruess
The Other Side,Jason Derulo
Treasure,Bruno Mars
Clarity,Zedd Featuring Foxes
The Way,Ariana Grande Featuring Mac Miller
#Beautiful,Mariah Carey Featuring Miguel
Love Somebody,Maroon 5
I Need Your Love,Calvin Harris Featuring Ellie Goulding
Heart Attack,Demi Lovato
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
Lego House,Ed Sheeran
Safe And Sound,Capital Cities
Ooh La La,Britney Spears
Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert
Here's To Never Growing Up,Avril Lavigne
Right Now,Rihanna Featuring David Guetta
We Can't Stop,Miley Cyrus
Next To Me,Emeli Sande
Glowing,Nikki Williams
What About Love,Austin Mahone
People Like Us,Kelly Clarkson
Beneath Your Beautiful,Labrinth Featuring Emeli Sande
Live It Up,Jennifer Lopez Featuring Pitbull
#thatPOWER,will.i.am Featuring Justin Bieber
Chloe (You're The One I Want),Emblem3
Alive,Krewella
Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa
"Gone, Gone, Gone",Phillip Phillips
Power Trip,J. Cole Featuring Miguel
Still Into You,Paramore
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
Get Lucky,Daft Punk Featuring Pharrell Williams
Radioactive,Imagine Dragons
Clarity,Zedd Featuring Foxes
The Other Side,Jason Derulo
Come & Get It,Selena Gomez
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
Treasure,Bruno Mars
Love Somebody,Maroon 5
I Need Your Love,Calvin Harris Featuring Ellie Goulding
Mirrors,Justin Timberlake
Cruise,Florida Georgia Line Featuring Nelly
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert
Safe And Sound,Capital Cities
We Can't Stop,Miley Cyrus
Right Now,Rihanna Featuring David Guetta
What About Love,Austin Mahone
Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J
Take Back The Night,Justin Timberlake
Ooh La La,Britney Spears
Glowing,Nikki Williams
"Gone, Gone, Gone",Phillip Phillips
The Way,Ariana Grande Featuring Mac Miller
Chloe (You're The One I Want),Emblem3
Holy Grail,Jay Z Featuring Justin Timberlake
Still Into You,Paramore
Summertime Sadness,Lana Del Rey & Cedric Gervais
Beneath Your Beautiful,Labrinth Featuring Emeli Sande
Sail,AWOLNATION
Play Hard,David Guetta Featuring Ne-Yo & Akon
Outta Nowhere,Pitbull Featuring Danny Mercer
Everything Has Changed,Taylor Swift Featuring Ed Sheeran
Acapella,Karmin
#Beautiful,Mariah Carey Featuring Miguel
Lego House,Ed Sheeran
People Like Us,Kelly Clarkson
American Girl,Bonnie McKee
First Time,Jonas Brothers
Best Song Ever,One Direction
Roar,Katy Perry
Safe And Sound,Capital Cities
Summertime Sadness,Lana Del Rey & Cedric Gervais
Wake Me Up!,Avicii
Royals,Lorde
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
Holy Grail,Jay Z Featuring Justin Timberlake
Clarity,Zedd Featuring Foxes
I Need Your Love,Calvin Harris Featuring Ellie Goulding
Applause,Lady Gaga
Love Somebody,Maroon 5
"Hold On, We're Going Home",Drake Featuring Majid Jordan
Radioactive,Imagine Dragons
Still Into You,Paramore
We Can't Stop,Miley Cyrus
Everything Has Changed,Taylor Swift Featuring Ed Sheeran
"Gone, Gone, Gone",Phillip Phillips
Slow Down,Selena Gomez
Give It 2 U,Robin Thicke Featuring Kendrick Lamar
Wrecking Ball,Miley Cyrus
Best Song Ever,One Direction
Gorilla,Bruno Mars
Berzerk,Eminem
Work B**ch!,Britney Spears
Treasure,Bruno Mars
Sail,AWOLNATION
American Girl,Bonnie McKee
Closer,Tegan And Sara
True Love,P!nk Featuring Lily Allen
Sweater Weather,The Neighbourhood
Miss Movin' On,Fifth Harmony
Live For The Night,Krewella
Turn The Night Up,Enrique Iglesias
This Is What It Feels Like,Armin van Buuren Featuring Trevor Guthrie
Take Back The Night,Justin Timberlake
Pretty Brown Eyes,Cody Simpson
Demons,Imagine Dragons
Marry Me,Jason Derulo
Alone Together,Fall Out Boy
Royals,Lorde
Roar,Katy Perry
Wake Me Up!,Avicii
Wrecking Ball,Miley Cyrus
Holy Grail,Jay Z Featuring Justin Timberlake
Applause,Lady Gaga
Summertime Sadness,Lana Del Rey & Cedric Gervais
"Hold On, We're Going Home",Drake Featuring Majid Jordan
Still Into You,Paramore
Slow Down,Selena Gomez
Safe And Sound,Capital Cities
Gorilla,Bruno Mars
Give It 2 U,Robin Thicke Featuring Kendrick Lamar
Work B**ch!,Britney Spears
Everything Has Changed,Taylor Swift Featuring Ed Sheeran
TKO,Justin Timberlake
Demons,Imagine Dragons
Sail,AWOLNATION
Marry Me,Jason Derulo
Closer,Tegan And Sara
Sweater Weather,The Neighbourhood
What Now,Rihanna
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert
True Love,P!nk Featuring Lily Allen
Berzerk,Eminem
Rough Water,Travie McCoy Featuring Jason Mraz
Stay The Night,Zedd Featuring Hayley Williams
We Can't Stop,Miley Cyrus
Crooked Smile,J. Cole Featuring TLC
Miss Movin' On,Fifth Harmony
Alone Together,Fall Out Boy
This Is What It Feels Like,Armin van Buuren Featuring Trevor Guthrie
All Night,Icona Pop
Let Her Go,Passenger
Timber,Pitbull Featuring Ke$ha
My Kind Of Love,Emeli Sande
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
Counting Stars,OneRepublic
Burn,Ellie Goulding
Brave,Sara Bareilles
Wrecking Ball,Miley Cyrus
Wake Me Up!,Avicii
Royals,Lorde
Demons,Imagine Dragons
"Hold On, We're Going Home",Drake Featuring Majid Jordan
Applause,Lady Gaga
The Monster,Eminem Featuring Rihanna
Counting Stars,OneRepublic
Slow Down,Selena Gomez
Roar,Katy Perry
Unconditionally,Katy Perry
Timber,Pitbull Featuring Ke$ha
Stay The Night,Zedd Featuring Hayley Williams
TKO,Justin Timberlake
Still Into You,Paramore
Sweater Weather,The Neighbourhood
Marry Me,Jason Derulo
Do What U Want,Lady Gaga Featuring R. Kelly
Let Her Go,Passenger
Story Of My Life,One Direction
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
Summertime Sadness,Lana Del Rey & Cedric Gervais
Rough Water,Travie McCoy Featuring Jason Mraz
Burn,Ellie Goulding
What Now,Rihanna
Heart Attack,Enrique Iglesias
Brave,Sara Bareilles
Alone Together,Fall Out Boy
Replay,Zendaya
Gorilla,Bruno Mars
Love Me Again,John Newman
Perfume,Britney Spears
Pompeii,Bastille
Everything Has Changed,Taylor Swift Featuring Ed Sheeran
Crooked Smile,J. Cole Featuring TLC
Harlem,New Politics
Thinking About You,Calvin Harris Featuring Ayah Marar
How I Feel,Flo Rida
Right There,Ariana Grande Featuring Big Sean
Say Something,A Great Big World & Christina Aguilera
We Found Love,Rihanna Featuring Calvin Harris
It Will Rain,Bruno Mars
The One That Got Away,Katy Perry
Sexy And I Know It,LMFAO
Good Feeling,Flo Rida
Without You,David Guetta Featuring Usher
Stereo Hearts,Gym Class Heroes Featuring Adam Levine
Love You Like A Love Song,Selena Gomez & The Scene
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen
Someone Like You,Adele
Mr. Know It All,Kelly Clarkson
You Make Me Feel...,Cobra Starship Featuring Sabi
Not Over You,Gavin DeGraw
Marry The Night,Lady Gaga
Set Fire To The Rain,Adele
Domino,Jessie J
Headlines,Drake
Work Out,J. Cole
Blackout,Breathe Carolina
You Da One,Rihanna
Ni**as in Paris,Jay Z Kanye West
In The Dark,Dev
I Like It Like That,Hot Chelle Rae Featuring New Boyz
Tonight Is The Night,Outasight
International Love,Pitbull Featuring Chris Brown
Heartbeat,The Fray
Ass Back Home,Gym Class Heroes Featuring Neon Hitch
It Girl,Jason Derulo
Wish You Were Here,Avril Lavigne
Just A Kiss,Lady Antebellum
Turn Me On,David Guetta Featuring Nicki Minaj
Fly,Nicki Minaj Featuring Rihanna
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars
You And I,Lady Gaga
Music Sounds Better With U,Big Time Rush Featuring Mann
Say You Like Me,WE the Kings
T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez
Pass At Me,Timbaland Featuring Pitbull
Mistletoe,Justin Bieber
Set Fire To The Rain,Adele
Good Feeling,Flo Rida
Domino,Jessie J
Turn Me On,David Guetta Featuring Nicki Minaj
Stronger (What Doesn't Kill You),Kelly Clarkson
We Found Love,Rihanna Featuring Calvin Harris
International Love,Pitbull Featuring Chris Brown
It Will Rain,Bruno Mars
The One That Got Away,Katy Perry
Ass Back Home,Gym Class Heroes Featuring Neon Hitch
Not Over You,Gavin DeGraw
Love You Like A Love Song,Selena Gomez & The Scene
Glad You Came,The Wanted
Sexy And I Know It,LMFAO
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars
Tonight Is The Night,Outasight
I Like It Like That,Hot Chelle Rae Featuring New Boyz
Take Care,Drake Featuring Rihanna
Blackout,Breathe Carolina
Sorry For Party Rocking,LMFAO
Part Of Me,Katy Perry
Ni**as in Paris,Jay Z Kanye West
Work Out,J. Cole
Give Me All Your Luvin,Madonna Featuring Nicki Minaj & M.I.A.
Drive By,Train
Heartbeat,The Fray
Turn Up The Music,Chris Brown
Feel So Close,Calvin Harris
Princess Of China,Coldplay Featuring Rihanna
Disaster,JoJo
Starships,Nicki Minaj
Dance (A$$),Big Sean Featuring Nicki Minaj
Wild Ones,Flo Rida Featuring Sia
Say You Like Me,WE the Kings
Brighter Than The Sun,Colbie Caillat
A Thousand Years,Christina Perri
Don't Stop (Color On The Walls),Foster The People
Levels,Avicii
Breathing,Jason Derulo
Middle Finger,Cobra Starship Featuring Mac Miller
Stronger (What Doesn't Kill You),Kelly Clarkson
Turn Me On,David Guetta Featuring Nicki Minaj
Glad You Came,The Wanted
Set Fire To The Rain,Adele
Ass Back Home,Gym Class Heroes Featuring Neon Hitch
Part Of Me,Katy Perry
We Are Young,fun. Featuring Janelle Monae
Domino,Jessie J
International Love,Pitbull Featuring Chris Brown
Good Feeling,Flo Rida
Take Care,Drake Featuring Rihanna
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars
Feel So Close,Calvin Harris
We Found Love,Rihanna Featuring Calvin Harris
Tonight Is The Night,Outasight
Starships,Nicki Minaj
Wild Ones,Flo Rida Featuring Sia
What Makes You Beautiful,One Direction
Turn Up The Music,Chris Brown
Brokenhearted,Karmin
Drive By,Train
So Good,B.o.B
Rumour Has It,Adele
Somebody That I Used To Know,Gotye Featuring Kimbra
A Thousand Years,Christina Perri
Talk That Talk,Rihanna Featuring Jay-Z
Princess Of China,Coldplay Featuring Rihanna
Breathing,Jason Derulo
Call Me Maybe,Carly Rae Jepsen
Naked,Dev & Enrique Iglesias
The Motto,Drake Featuring Lil Wayne
Is Anybody Out There,K'Naan Featuring Nelly Furtado
We Run The Night,Havana Brown Featuring Pitbull
Lights,Ellie Goulding
Ni**as in Paris,Jay Z Kanye West
Rack City,Tyga
Give Your Heart A Break,Demi Lovato
Beekeeper's Daughter,The All-American Rejects
F U Betta,Neon Hitch
Young Homie,Chris Rene
We Are Young,fun. Featuring Janelle Monae
Glad You Came,The Wanted
Part Of Me,Katy Perry
Wild Ones,Flo Rida Featuring Sia
Stronger (What Doesn't Kill You),Kelly Clarkson
Starships,Nicki Minaj
What Makes You Beautiful,One Direction
Feel So Close,Calvin Harris
Rumour Has It,Adele
Boyfriend,Justin Bieber
Somebody That I Used To Know,Gotye Featuring Kimbra
Take Care,Drake Featuring Rihanna
Turn Me On,David Guetta Featuring Nicki Minaj
Ass Back Home,Gym Class Heroes Featuring Neon Hitch
Call Me Maybe,Carly Rae Jepsen
Drive By,Train
Brokenhearted,Karmin
So Good,B.o.B
Dance Again,Jennifer Lopez Featuring Pitbull
Eyes Open,Taylor Swift
Payphone,Maroon 5 Featuring Wiz Khalifa
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars
Back In Time,Pitbull
Lights,Ellie Goulding
The Motto,Drake Featuring Lil Wayne
Give Your Heart A Break,Demi Lovato
Turn Up The Music,Chris Brown
Is Anybody Out There,K'Naan Featuring Nelly Furtado
We Run The Night,Havana Brown Featuring Pitbull
Young Homie,Chris Rene
F U Betta,Neon Hitch
Titanium,David Guetta Featuring Sia
Honestly,Hot Chelle Rae
A Thousand Years,Christina Perri
Talk That Talk,Rihanna Featuring Jay-Z
Where Have You Been,Rihanna
Climax,Usher
F***ing Best Song Everr,Wallpaper.
Girl Gone Wild,Madonna
Everybody Talks,Neon Trees
Payphone,Maroon 5 Featuring Wiz Khalifa
Wide Awake,Katy Perry
Where Have You Been,Rihanna
Lights,Ellie Goulding
Call Me Maybe,Carly Rae Jepsen
Scream,Usher
Titanium,David Guetta Featuring Sia
Somebody That I Used To Know,Gotye Featuring Kimbra
Give Your Heart A Break,Demi Lovato
Let's Go,Calvin Harris Featuring Ne-Yo
What Makes You Beautiful,One Direction
Starships,Nicki Minaj
Want U Back,Cher Lloyd
Blow Me (One Last Kiss),P!nk
One Thing,One Direction
We Run The Night,Havana Brown Featuring Pitbull
Whistle,Flo Rida
Good Time,Owl City & Carly Rae Jepsen
Chasing The Sun,The Wanted
The Fighter,Gym Class Heroes Featuring Ryan Tedder
Everybody Talks,Neon Trees
Back In Time,Pitbull
I Won't Give Up,Jason Mraz
How We Do (Party),Rita Ora
Dark Side,Kelly Clarkson
Tongue Tied,Grouplove
Boyfriend,Justin Bieber
Now Or Never,Outasight
As Long As You Love Me,Justin Bieber Featuring Big Sean
Some Nights,fun.
Both Of Us,B.o.B Featuring Taylor Swift
Too Close,Alex Clare
Rumour Has It,Adele
Only One,Sammy Adams
Settle Down,No Doubt
She's So Mean,matchbox twenty
Burn It Down,Linkin Park
One More Night,Maroon 5
Pound The Alarm,Nicki Minaj
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang
Wide Awake,Katy Perry
Lights,Ellie Goulding
Titanium,David Guetta Featuring Sia
Give Your Heart A Break,Demi Lovato
Let's Go,Calvin Harris Featuring Ne-Yo
Payphone,Maroon 5 Featuring Wiz Khalifa
Whistle,Flo Rida
Blow Me (One Last Kiss),P!nk
Where Have You Been,Rihanna
Want U Back,Cher Lloyd
Everybody Talks,Neon Trees
Call Me Maybe,Carly Rae Jepsen
Good Time,Owl City & Carly Rae Jepsen
As Long As You Love Me,Justin Bieber Featuring Big Sean
Scream,Usher
One More Night,Maroon 5
Some Nights,fun.
We Are Never Ever Getting Back Together,Taylor Swift
Chasing The Sun,The Wanted
Settle Down,No Doubt
Pound The Alarm,Nicki Minaj
I Won't Give Up,Jason Mraz
Too Close,Alex Clare
Dark Side,Kelly Clarkson
Tongue Tied,Grouplove
Don't Wake Me Up,Chris Brown
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang
Now Or Never,Outasight
Hello,Karmin
Burn It Down,Linkin Park
She's So Mean,matchbox twenty
I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne
50 Ways To Say Good,e'
Vegas Girl,Conor Maynard
One Thing,One Direction
Get It Started,Pitbull Featuring Shakira
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
Hurt Me Tomorrow,K'Naan
Windows Down,Big Time Rush
Home,Phillip Phillips
Blow Me (One Last Kiss),P!nk
One More Night,Maroon 5
Whistle,Flo Rida
Everybody Talks,Neon Trees
Good Time,Owl City & Carly Rae Jepsen
As Long As You Love Me,Justin Bieber Featuring Big Sean
Give Your Heart A Break,Demi Lovato
Some Nights,fun.
We Are Never Ever Getting Back Together,Taylor Swift
Lights,Ellie Goulding
Too Close,Alex Clare
Wide Awake,Katy Perry
Pound The Alarm,Nicki Minaj
Titanium,David Guetta Featuring Sia
Don't Wake Me Up,Chris Brown
Hello,Karmin
Finally Found You,Enrique Iglesias Featuring Sammy Adams
50 Ways To Say Good,e'
Gangnam Style,PSY
Want U Back,Cher Lloyd
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne
Let's Go,Calvin Harris Featuring Ne-Yo
Burn It Down,Linkin Park
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang
Numb,Usher
Feel Again,OneRepublic
Your Body,Christina Aguilera
Vegas Girl,Conor Maynard
Home,Phillip Phillips
Dark Side,Kelly Clarkson
The A Team,Ed Sheeran
Live While We're Young,One Direction
Say Somethin,Austin Mahone
2 Reasons,Trey Songz Featuring T.I.
Spectrum,Zedd Featuring Matthew Koma
R.I.P.,Rita Ora Featuring Tinie Tempah
Remember When (Push Rewind),Chris Wallace
She's So Mean,matchbox twenty
Ready Or Not,Bridgit Mendler
One More Night,Maroon 5
